species
Lophius americanus
Lophius budegassa
Lophius piscatorius
Lophius vaillanti
Lophodolos acanthognathus
Lophotus lacepede
Lota lota
Loweina interrupta
Loweina rara
Lucerna dieuzeidei
Luciobrotula nolfi
Lumpenus lampretaeformis
Lutjanus analis
Lutjanus argentimaculatus
Lutjanus bohar
Lutjanus fulgens
Lutjanus fulviflamma
Lutjanus gibbus
Lutjanus goreensis
Lutjanus jocu
Lutjanus kasmira
Lutjanus lutjanus
Lutjanus rivulatus
Lutjanus russellii
Lutjanus sebae
Luvarus imperialis
Lycenchelys alba
Lycenchelys kolthoffi
Lycenchelys muraena
Lycenchelys sarsii
Lycodes esmarkii
Lycodes eudipleurostictus
Lycodes frigidus
Lycodes gracilis
Lycodes pallidus
Lycodes reticulatus
Lycodes rossi
Lycodes seminudus
Lycodes squamiventer
Lycodes terraenovae
Lycodes vahlii
Lyconus brachycolus
Macolor niger
Macroparalepis affinis
Macroparalepis brevis
Macroramphosus gracilis
Macroramphosus scolopax
Macrourus berglax
Magnisudis atlantica
Makaira nigricans
Malacanthus brevirostris
Malacanthus latovittatus
Malacocephalus laevis
Malacocephalus occidentalis
Malacosteus niger
Mallotus villosus
Manducus maderensis
Marcelogobius splechtnai
Margrethia obtusirostra
Mauligobius maderensis
Maulisia argipalla
Maulisia mauli
Maulisia microlepis
Maurolicus muelleri
Megalops atlanticus
Melamphaes longivelis
Melamphaes microps
Melamphaes polylepis
Melamphaes simus
Melamphaes suborbitalis
Melamphaes typhlops
Melanocetus johnsonii
Melanocetus murrayi
Melanogrammus aeglefinus
Melanolagus bericoides
Melanonus zugmayeri
Melanostigma atlanticum
Melanostigma gelatinosum
Melanostomias bartonbeani
Melanostomias macrophotus
Melanostomias melanopogon
Melanostomias melanops
Melanostomias tentaculatus
Melanostomias valdiviae
Melichthys niger
Mentodus facilis
Mentodus mesalirus
Mentodus rostratus
Merlangius merlangus
Merluccius albidus
Merluccius merluccius
Merluccius polli
Merluccius senegalensis
Mesogobius batrachocephalus
Micrenophrys lilljeborgii
Microchirus azevia
Microchirus boscanion
Microchirus frechkopi
Microchirus ocellatus
Microchirus theophila
Microchirus variegatus
Microchirus wittei
Micrognathus andersonii
Microichthys coccoi
Microichthys sanzoi
Microlipophrys adriaticus
Microlipophrys canevae
Microlipophrys dalmatinus
Microlipophrys nigriceps
Microlipophrys velifer
Microlophichthys microlophus
Micromesistius poutassou
Micropogonias undulatus
Micropterus dolomieu
Micropterus salmoides
Microstoma microstoma
Microstomus kitt
Millerigobius macrocephalus
Minous coccineus
Minous monodactylus
Minyichthys sentus
Mirognathus normani
Misgurnus fossilis
Mobula alfredi
Mobula birostris
Mobula mobular
Mobula thurstoni
Mola alexandrini
Mola mola
Molva dypterygia
Molva macrophthalma
Molva molva
Monocentris japonica
Monochirus hispidus
Monodactylus sebae
Monolene microstoma
Monomitopus metriostoma
Monotaxis grandoculis
