spygen_code;pool;replicates;date
SPY224134;SPY224134_SPY224145;SPY224134_SPY224145/SPY232675;2023-05-23
SPY224135;SPY224135_SPY224140;SPY222006_SPY224131/SPY224135_SPY224140;2023-01-11
SPY224137;SPY224137_SPY224138;SPY222011_SPY222022/SPY224137_SPY224138;2023-01-11
SPY224138;SPY224137_SPY224138;SPY222011_SPY222022/SPY224137_SPY224138;2023-01-11
SPY224140;SPY224135_SPY224140;SPY222006_SPY224131/SPY224135_SPY224140;2023-01-11
SPY224143;SPY222017_SPY224143;SPY222016_SPY224133/SPY222017_SPY224143;2023-01-25
SPY224144;SPY224132_SPY224144;SPY224132_SPY224144/SPY232685;2023-05-23
SPY224145;SPY224134_SPY224145;SPY224134_SPY224145/SPY232675;2023-05-23
SPY224249;no;SPY224249/SPY224254;2023-06-06
SPY224252;no;SPY224252/SPY224256;2023-03-16
SPY224254;no;SPY224249/SPY224254;2023-06-06
SPY224256;no;SPY224252/SPY224256;2023-03-16
SPY224257;no;SPY224257/SPY224262;2023-04-20
SPY224259;no;SPY223336/SPY224259;2023-07-06
SPY224262;no;SPY224257/SPY224262;2023-04-20
SPY224269;no;SPY224269/SPY224270;2023-03-05
SPY224270;no;SPY224269/SPY224270;2023-03-05
SPY224271;no;SPY224271/SPY224276;2023-04-13
SPY224272;no;SPY220305/SPY224272;09/06/2024
SPY224274;no;SPY233779/SPY224274;10/06/2024
SPY224276;no;SPY224271/SPY224276;2023-04-13
SPY230105;no;SPY230105/SPY230178;2023-06-07
SPY230106;no;SPY230106/SPY230161;2023-06-07
SPY230107;no;SPY230107/SPY230175;2023-06-07
SPY230108;no;SPY230108/SPY230116;2023-06-21
SPY230109;no;SPY230109/SPY230113;2023-06-19
SPY230113;no;SPY230109/SPY230113;2023-06-19
SPY230114;no;SPY230114/SPY230159;2023-05-31
SPY230115;no;SPY230115/SPY230146;2023-05-31
SPY230116;no;SPY230108/SPY230116;2023-06-21
SPY230119;no;SPY230119/SPY230120;2023-05-23
SPY230120;no;SPY230119/SPY230120;2023-05-23
SPY230121;no;SPY230121/SPY230165;2023-05-25
SPY230122;no;SPY230122/SPY230131;2023-05-15
SPY230123;no;SPY230123/SPY230147;2023-05-10
SPY230124;no;SPY230124/SPY230155;2023-05-09
SPY230125;no;SPY230125/SPY230130;2023-05-10
SPY230126;no;SPY230126/SPY230149;2023-05-10
SPY230127;no;SPY230127/SPY230135;2023-05-23
SPY230128;no;SPY230128/SPY230176;2023-05-23
SPY230129;no;SPY230129/SPY230166;2023-05-25
SPY230130;no;SPY230125/SPY230130;2023-05-10
SPY230131;no;SPY230122/SPY230131;2023-05-15
SPY230132;no;SPY230132/SPY230160;2023-05-17
SPY230133;no;SPY230133/SPY230148;2023-05-10
SPY230134;no;SPY230134/SPY230141;2023-05-09
SPY230135;no;SPY230127/SPY230135;2023-05-23
SPY230136;no;SPY230136/SPY230172;2023-05-24
SPY230138;no;SPY230138/SPY230145;2023-05-25
SPY230139;no;SPY230139/SPY230151;2023-05-24
SPY230140;no;SPY230140/SPY230157;2023-05-10
SPY230141;no;SPY230134/SPY230141;2023-05-09
SPY230142;no;SPY230142/SPY230156;2023-05-09
SPY230144;no;SPY230144/SPY230152;2023-05-24
SPY230145;no;SPY230138/SPY230145;2023-05-25
SPY230146;no;SPY230115/SPY230146;2023-05-31
SPY230147;no;SPY230123/SPY230147;2023-05-10
SPY230148;no;SPY230133/SPY230148;2023-05-10
SPY230149;no;SPY230126/SPY230149;2023-05-10
SPY230150;no;SPY230150/SPY230158;2023-05-09
SPY230151;no;SPY230139/SPY230151;2023-05-24
SPY230152;no;SPY230144/SPY230152;2023-05-24
SPY230153;no;SPY230153/SPY230168;2023-05-25
SPY230154;no;SPY230154/SPY230164;2023-05-17
SPY230155;no;SPY230124/SPY230155;2023-05-09
SPY230156;no;SPY230142/SPY230156;2023-05-09
SPY230157;no;SPY230140/SPY230157;2023-05-10
SPY230158;no;SPY230150/SPY230158;2023-05-09
SPY230159;no;SPY230114/SPY230159;2023-05-31
SPY230160;no;SPY230132/SPY230160;2023-05-17
SPY230161;no;SPY230106/SPY230161;2023-06-07
SPY230164;no;SPY230154/SPY230164;2023-05-17
SPY230165;no;SPY230121/SPY230165;2023-05-25
SPY230166;no;SPY230129/SPY230166;2023-05-25
SPY230168;no;SPY230153/SPY230168;2023-05-25
SPY230172;no;SPY230136/SPY230172;2023-05-24
SPY230174;no;SPY230174/SPY230177;2023-06-19
SPY230175;no;SPY230107/SPY230175;2023-06-07
SPY230176;no;SPY230128/SPY230176;2023-05-23
SPY230177;no;SPY230174/SPY230177;2023-06-19
SPY230178;no;SPY230105/SPY230178;2023-06-07
SPY231655;no;SPY231655/SPY231798;2023-05-07
SPY231656;no;SPY231656/SPY231657;2023-05-07
SPY231657;no;SPY231656/SPY231657;2023-05-07
SPY231658;no;SPY231658/SPY231659;2023-05-08
SPY231659;no;SPY231658/SPY231659;2023-05-08
SPY231660;no;SPY231660/SPY231661;2023-05-08
SPY231661;no;SPY231660/SPY231661;2023-05-08
SPY231662;no;no;2023-05-08
SPY231663;no;SPY231663/SPY231664;2023-05-08
SPY231664;no;SPY231663/SPY231664;2023-05-08
SPY231665;no;SPY231665/SPY231666;2023-05-08
SPY231666;no;SPY231665/SPY231666;2023-05-08
SPY231667;no;SPY231667/SPY231668;2023-05-08
SPY231668;no;SPY231667/SPY231668;2023-05-08
SPY231669;no;SPY231669/SPY231670;2023-05-08
SPY231670;no;SPY231669/SPY231670;2023-05-08
SPY231671;no;SPY231671/SPY231672;2023-05-08
SPY231672;no;SPY231671/SPY231672;2023-05-08
SPY231673;no;SPY231673/SPY231674;2023-05-09
SPY231674;no;SPY231673/SPY231674;2023-05-09
SPY231675;no;SPY231675/SPY231676;2023-05-09
SPY231676;no;SPY231675/SPY231676;2023-05-09
SPY231677;no;SPY231677/SPY231678;2023-05-09
SPY231678;no;SPY231677/SPY231678;2023-05-09
SPY231679;no;SPY231679/SPY231680;2023-05-09
SPY231680;no;SPY231679/SPY231680;2023-05-09
SPY231681;no;SPY231681/SPY231682;2023-05-09
SPY231682;no;SPY231681/SPY231682;2023-05-09
SPY231683;no;SPY231683/SPY231684;2023-05-09
SPY231684;no;SPY231683/SPY231684;2023-05-09
SPY231685;no;SPY231685/SPY231686;2023-05-09
SPY231686;no;SPY231685/SPY231686;2023-05-09
SPY231687;no;SPY231687/SPY231688;2023-05-09
SPY231688;no;SPY231687/SPY231688;2023-05-09
SPY231689;no;SPY231689/SPY231690;2023-05-09
SPY231690;no;SPY231689/SPY231690;2023-05-09
SPY231691;no;SPY231691/SPY231692;2023-05-11
SPY231692;no;SPY231691/SPY231692;2023-05-11
SPY231693;no;SPY231693/SPY231694;2023-05-11
SPY231694;no;SPY231693/SPY231694;2023-05-11
SPY231695;no;SPY231695/SPY231696;2023-05-11
SPY231696;no;SPY231695/SPY231696;2023-05-11
SPY231697;no;SPY231697/SPY231698;2023-05-11
SPY231698;no;SPY231697/SPY231698;2023-05-11
SPY231699;no;SPY231699/SPY231700;2023-05-11
SPY231700;no;SPY231699/SPY231700;2023-05-11
SPY231701;no;SPY231701/SPY231702;2023-05-11
SPY231702;no;SPY231701/SPY231702;2023-05-11
SPY231703;no;SPY231703/SPY231704;2023-05-11
SPY231704;no;SPY231703/SPY231704;2023-05-11
SPY231705;no;SPY231705/SPY231706;2023-05-11
SPY231706;no;SPY231705/SPY231706;2023-05-11
SPY231707;no;SPY231707/SPY231708;2023-05-11
SPY231708;no;SPY231707/SPY231708;2023-05-11
SPY231709;no;SPY231709/SPY231710;2023-05-12
SPY231710;no;SPY231709/SPY231710;2023-05-12
SPY231711;no;SPY231711/SPY231712;2023-05-12
SPY231712;no;SPY231711/SPY231712;2023-05-12
SPY231713;no;SPY231713/SPY231714;2023-05-15
SPY231714;no;SPY231713/SPY231714;2023-05-15
SPY231715;no;SPY231715/SPY231716;2023-04-30
SPY231716;no;SPY231715/SPY231716;2023-04-30
SPY231717;no;SPY231717/SPY231718;2023-04-30
SPY231718;no;SPY231717/SPY231718;2023-04-30
SPY231719;no;SPY231719/SPY231720;2023-04-30
SPY231720;no;SPY231719/SPY231720;2023-04-30
SPY231721;no;SPY231721/SPY231722;2023-04-30
SPY231722;no;SPY231721/SPY231722;2023-04-30
SPY231723;no;SPY231723/SPY231724;2023-04-30
SPY231724;no;SPY231723/SPY231724;2023-04-30
SPY231725;no;SPY231725/SPY231726;2023-04-30
SPY231726;no;SPY231725/SPY231726;2023-04-30
SPY231727;no;SPY231727/SPY231728;2023-05-01
SPY231728;no;SPY231727/SPY231728;2023-05-01
SPY231729;no;SPY231729/SPY231730;2023-05-01
SPY231730;no;SPY231729/SPY231730;2023-05-01
SPY231731;no;SPY231731/SPY231732;2023-05-01
SPY231732;no;SPY231731/SPY231732;2023-05-01
SPY231733;no;SPY231733/SPY231734;2023-05-01
SPY231734;no;SPY231733/SPY231734;2023-05-01
SPY231735;no;SPY231735/SPY231736;2023-05-01
SPY231736;no;SPY231735/SPY231736;2023-05-01
SPY231737;no;SPY231737/SPY231738;2023-05-01
SPY231738;no;SPY231737/SPY231738;2023-05-01
SPY231739;no;SPY231739/SPY231740;2023-05-01
SPY231740;no;SPY231739/SPY231740;2023-05-01
SPY231741;no;SPY231741/SPY231742;2023-05-04
SPY231742;no;SPY231741/SPY231742;2023-05-04
SPY231743;no;SPY231743/SPY231744;2023-05-04
SPY231744;no;SPY231743/SPY231744;2023-05-04
SPY231745;no;no;2023-05-04
SPY231746;no;SPY231746/SPY231747;2023-05-04
SPY231747;no;SPY231746/SPY231747;2023-05-04
SPY231748;no;SPY231748/SPY231749;2023-05-04
SPY231749;no;SPY231748/SPY231749;2023-05-04
SPY231750;no;no;2023-05-04
SPY231751;no;no;2023-05-04
SPY231752;no;SPY231752/SPY231753;2023-05-04
SPY231753;no;SPY231752/SPY231753;2023-05-04
SPY231754;no;SPY231754/SPY231755;2023-05-04
SPY231755;no;SPY231754/SPY231755;2023-05-04
SPY231756;no;SPY231756/SPY231757;2023-05-05
SPY231757;no;SPY231756/SPY231757;2023-05-05
SPY231758;no;SPY231758/SPY231759;2023-05-05
SPY231759;no;SPY231758/SPY231759;2023-05-05
SPY231760;no;SPY231760/SPY231761;2023-05-05
SPY231761;no;SPY231760/SPY231761;2023-05-05
SPY231762;no;no;2023-05-05
SPY231763;no;no;2023-05-05
SPY231764;no;no;2023-05-05
SPY231765;no;no;2023-05-05
SPY231766;no;no;2023-05-05
SPY231767;no;no;2023-05-05
SPY231768;no;no;2023-05-05
SPY231769;no;no;2023-05-05
SPY231770;no;no;2023-05-05
SPY231771;no;no;2023-05-06
SPY231772;no;SPY231772/SPY231773;2023-05-06
SPY231773;no;SPY231772/SPY231773;2023-05-06
SPY231774;no;SPY231774/SPY231775;2023-05-06
SPY231775;no;SPY231774/SPY231775;2023-05-06
SPY231776;no;SPY231776/SPY231777;2023-05-06
SPY231777;no;SPY231776/SPY231777;2023-05-06
SPY231778;no;SPY231778/SPY231779;2023-05-06
SPY231779;no;SPY231778/SPY231779;2023-05-06
SPY231780;no;SPY231780/SPY231781;2023-05-06
SPY231781;no;SPY231780/SPY231781;2023-05-06
SPY231782;no;SPY231782/SPY231783;2023-05-06
SPY231783;no;SPY231782/SPY231783;2023-05-06
SPY231784;no;SPY231784/SPY231785;2023-05-06
SPY231785;no;SPY231784/SPY231785;2023-05-06
SPY231786;no;SPY231786/SPY231787;2023-05-07
SPY231787;no;SPY231786/SPY231787;2023-05-07
SPY231788;no;SPY231788/SPY231789;2023-05-07
SPY231789;no;SPY231788/SPY231789;2023-05-07
SPY231790;no;SPY231790/SPY231791;2023-05-07
SPY231791;no;SPY231790/SPY231791;2023-05-07
SPY231792;no;SPY231792/SPY231793;2023-05-07
SPY231793;no;SPY231792/SPY231793;2023-05-07
SPY231794;no;no;2023-05-07
SPY231795;no;no;2023-05-07
SPY231796;no;SPY231796/SPY231797;2023-05-07
SPY231797;no;SPY231796/SPY231797;2023-05-07
SPY231798;no;SPY231655/SPY231798;2023-05-07
SPY231865;no;no;2023-05-31
SPY231866;no;SPY231866/SPY231867;2024-05-14
SPY231867;no;SPY231866/SPY231867;2024-05-14
SPY231868;no;SPY231868/SPY231876;2024-05-14
SPY231870;no;SPY231870/SPY231878;2023-05-30
SPY231871;no;SPY231871/SPY231877;2023-05-30
SPY231872;no;SPY223080/SPY231872;2023-06-02
SPY231873;no;SPY231873/SPY231874;2023-05-31
SPY231874;no;SPY231873/SPY231874;2023-05-31
SPY231876;no;SPY231868/SPY231876;2024-05-14
SPY231877;no;SPY231871/SPY231877;2023-05-30
SPY231878;no;SPY231870/SPY231878;2023-05-30
SPY231880;no;SPY223076/SPY231880;2023-06-02
SPY231885;no;SPY231885/SPY231886;2023-06-06
SPY231886;no;SPY231885/SPY231886;2023-06-06
SPY231887;no;SPY231887/SPY231888;2023-06-06
SPY231888;no;SPY231887/SPY231888;2023-06-06
SPY231889;no;SPY231889/SPY231890;2023-06-07
SPY231890;no;SPY231889/SPY231890;2023-06-07
SPY231891;no;SPY231891/SPY231892;2023-06-08
SPY231892;no;SPY231891/SPY231892;2023-06-08
SPY231893;no;SPY231893/SPY231894;2023-06-08
SPY231894;no;SPY231893/SPY231894;2023-06-08
SPY231895;no;SPY231895/SPY231896;2023-06-08
SPY231896;no;SPY231895/SPY231896;2023-06-08
SPY231897;no;SPY231897/SPY231898;2023-06-09
SPY231898;no;SPY231897/SPY231898;2023-06-09
SPY231899;no;SPY231899/SPY231900;2023-06-10
SPY231900;no;SPY231899/SPY231900;2023-06-10
SPY231901;no;SPY231901/SPY231902;2023-06-10
SPY231902;no;SPY231901/SPY231902;2023-06-10
SPY231903;no;SPY231903/SPY231904;2023-06-12
SPY231904;no;SPY231903/SPY231904;2023-06-12
SPY231905;no;SPY231905/SPY231906;2023-06-13
SPY231906;no;SPY231905/SPY231906;2023-06-13
SPY231907;no;SPY231907/SPY231908;2023-06-14
SPY231908;no;SPY231907/SPY231908;2023-06-14
SPY231909;no;SPY231909/SPY231910;2023-06-15
SPY231910;no;SPY231909/SPY231910;2023-06-15
SPY231911;no;SPY231911/SPY231912;2023-06-15
SPY231912;no;SPY231911/SPY231912;2023-06-15
SPY231913;no;SPY231913/SPY231914;2023-06-16
SPY231914;no;SPY231913/SPY231914;2023-06-16
SPY231915;no;SPY231915/SPY231916;2023-06-16
SPY231916;no;SPY231915/SPY231916;2023-06-16
SPY232040;no;SPY232040/SPY232048;2023-05-26
SPY232041;no;SPY232041/SPY232056;2023-05-26
SPY232042;no;SPY232042/SPY232049;2023-05-26
SPY232043;no;SPY232043/SPY232244;2023-07-12
SPY232044;no;SPY232044/SPY232233;2023-07-16
SPY232045;no;SPY232045/SPY232144;2023-07-18
SPY232046;no;SPY232046/SPY232141;2023-07-11
SPY232047;no;SPY232047/SPY232148;2023-07-16
SPY232048;no;SPY232040/SPY232048;2023-05-26
SPY232049;no;SPY232042/SPY232049;2023-05-26
SPY232050;no;SPY232050/SPY232190;2023-06-05
SPY232051;no;SPY232051/SPY232234;2023-07-16
SPY232052;no;SPY232052/SPY232103;2023-07-06
SPY232053;no;SPY232053/SPY232062;2023-06-18
SPY232054;no;SPY232054/SPY232110;2023-07-07
SPY232055;no;SPY232055/SPY232063;2023-07-06
SPY232056;no;SPY232041/SPY232056;2023-05-26
SPY232057;no;SPY232057/SPY232215;2023-06-05
SPY232060;no;SPY232060/SPY232128;2023-07-05
SPY232061;no;SPY232061/SPY232067;2023-07-05
SPY232062;no;SPY232053/SPY232062;2023-06-18
SPY232063;no;SPY232055/SPY232063;2023-07-06
SPY232066;no;SPY232066/SPY232119;2023-07-05
SPY232067;no;SPY232061/SPY232067;2023-07-05
SPY232068;no;SPY232068/SPY232106;2023-07-06
SPY232069;no;SPY232069/SPY232127;2023-07-04
SPY232070;no;SPY232070/SPY232095;2023-06-25
SPY232071;no;SPY232071/SPY232086;2023-06-24
SPY232072;no;SPY232072/SPY232085;2023-06-12
SPY232074;no;SPY232074/SPY233718;2023-08-14
SPY232077;no;SPY232077/SPY232093;2023-06-13
SPY232078;no;SPY232078/SPY233708;2023-08-12
SPY232080;no;SPY232080/SPY232092;2023-05-09
SPY232082;no;SPY232082/SPY233726;2023-08-13
SPY232083;no;SPY232083/SPY233707;2023-08-11
SPY232084;no;SPY232084/SPY232174;2023-05-13
SPY232085;no;SPY232072/SPY232085;2023-06-12
SPY232086;no;SPY232071/SPY232086;2023-06-24
SPY232087;no;SPY232087/SPY232088;2023-08-22
SPY232088;no;SPY232087/SPY232088;2023-08-22
SPY232089;no;SPY232089/SPY232097;2023-07-24
SPY232090;no;SPY232090/SPY233724;2023-08-08
SPY232091;no;SPY232091/SPY232099;2023-06-12
SPY232092;no;SPY232080/SPY232092;2023-05-09
SPY232093;no;SPY232077/SPY232093;2023-06-13
SPY232094;no;SPY232094/SPY232204;2023-08-22
SPY232095;no;SPY232070/SPY232095;2023-06-25
SPY232096;no;SPY232096/SPY233719;2023-08-15
SPY232097;no;SPY232089/SPY232097;2023-07-24
SPY232098;no;SPY232098/SPY232167;2023-05-09
SPY232099;no;SPY232091/SPY232099;2023-06-12
SPY232100;no;SPY232100/SPY232117;2023-07-08
SPY232101;no;SPY232101/SPY232109;2023-07-08
SPY232102;no;SPY232102/SPY232111;2023-07-07
SPY232103;no;SPY232052/SPY232103;2023-07-06
SPY232104;no;SPY232104/SPY232112;2023-07-04
SPY232105;no;SPY232105/SPY232120;2023-07-03
SPY232106;no;SPY232068/SPY232106;2023-07-06
SPY232107;no;SPY232107/SPY232129;2023-06-18
SPY232108;no;SPY232108/SPY232125;2023-07-09
SPY232109;no;SPY232101/SPY232109;2023-07-08
SPY232110;no;SPY232054/SPY232110;2023-07-07
SPY232111;no;SPY232102/SPY232111;2023-07-07
SPY232112;no;SPY232104/SPY232112;2023-07-04
SPY232113;no;SPY232113/SPY232237;2023-07-19
SPY232114;no;SPY232114/SPY232115;2023-07-23
SPY232115;no;SPY232114/SPY232115;2023-07-23
SPY232116;no;SPY232116/SPY232124;2023-07-09
SPY232117;no;SPY232100/SPY232117;2023-07-08
SPY232118;no;SPY232118/SPY232126;2023-07-07
SPY232119;no;SPY232066/SPY232119;2023-07-05
SPY232120;no;SPY232105/SPY232120;2023-07-03
SPY232121;no;SPY232121/SPY232232;2023-07-18
SPY232122;no;SPY232122/SPY232245;2023-07-11
SPY232123;no;SPY232123/SPY232242;2023-07-10
SPY232124;no;SPY232116/SPY232124;2023-07-09
SPY232125;no;SPY232108/SPY232125;2023-07-09
SPY232126;no;SPY232118/SPY232126;2023-07-07
SPY232127;no;SPY232069/SPY232127;2023-07-04
SPY232128;no;SPY232060/SPY232128;2023-07-05
SPY232129;no;SPY232107/SPY232129;2023-06-18
SPY232130;no;SPY232130/SPY232135/SPY232154/SPY232272;2023-08-21
SPY232131;no;SPY232131/SPY232139;2023-07-14
SPY232132;no;SPY232132/SPY232138/SPY232197/SPY233971;2023-08-23
SPY232133;no;SPY232133/SPY232146;2023-07-19
SPY232134;no;SPY232134/SPY232229;2023-07-17
SPY232135;no;SPY232130/SPY232135/SPY232154/SPY232272;2023-08-21
SPY232136;no;SPY232136/SPY232225;2023-08-21
SPY232137;no;SPY232137/SPY232155;2023-07-24
SPY232138;no;SPY232132/SPY232138/SPY232197/SPY233971;2023-08-23
SPY232139;no;SPY232131/SPY232139;2023-07-14
SPY232140;no;SPY232140/SPY232240;2023-07-15
SPY232141;no;SPY232046/SPY232141;2023-07-11
SPY232142;no;SPY232142/SPY232147;2023-07-11
SPY232143;no;SPY232143/SPY233374;2023-09-20
SPY232144;no;SPY232045/SPY232144;2023-07-18
SPY232145;no;SPY232145/SPY234012;2023-09-20
SPY232146;no;SPY232133/SPY232146;2023-07-19
SPY232147;no;SPY232142/SPY232147;2023-07-11
SPY232148;no;SPY232047/SPY232148;2023-07-16
SPY232149;no;SPY232149/SPY232159;2023-07-18
SPY232150;no;SPY232150/SPY232230;2023-07-14
SPY232151;no;SPY232151/SPY232241/SPY233997/SPY234013;2023-09-20
SPY232152;no;SPY232152/SPY232257;2023-07-14
SPY232154;no;SPY232130/SPY232135/SPY232154/SPY232272;2023-08-21
SPY232155;no;SPY232137/SPY232155;2023-07-24
SPY232156;no;SPY232156/SPY232221;2023-07-19
SPY232157;no;SPY232157/SPY232207/SPY232277/SPY234010;2023-09-03
SPY232158;no;SPY232158/SPY232222;2023-07-25
SPY232159;no;SPY232149/SPY232159;2023-07-18
SPY232160;no;SPY232160/SPY232170;2023-12-18
SPY232161;no;SPY232161/SPY232164;2024-04-02
SPY232162;no;SPY232162/SPY232185;2024-02-28
SPY232163;no;SPY232163/SPY232171;2023-07-24
SPY232164;no;SPY232161/SPY232164;2024-04-02
SPY232165;no;SPY232165/SPY232175;2023-06-13
SPY232166;no;SPY232166/SPY232189;2023-06-23
SPY232167;no;SPY232098/SPY232167;2023-05-09
SPY232168;no;SPY232168/SPY2401051;2024-06-18
SPY232169;no;SPY232169/SPY232180;2023-07-24
SPY232170;no;SPY232160/SPY232170;2023-12-18
SPY232171;no;SPY232163/SPY232171;2023-07-24
SPY232173;no;SPY232173/SPY232182;2023-06-23
SPY232174;no;SPY232084/SPY232174;2023-05-13
SPY232175;no;SPY232165/SPY232175;2023-06-13
SPY232176;no;SPY232176/SPY232177;2023-07-24
SPY232177;no;SPY232176/SPY232177;2023-07-24
SPY232178;no;SPY232178/SPY2401106;2024-05-16
SPY232179;no;SPY232179/SPY232188;2023-11-16
SPY232180;no;SPY232169/SPY232180;2023-07-24
SPY232181;no;SPY232181/SPY232183;2023-06-24
SPY232182;no;SPY232173/SPY232182;2023-06-23
SPY232183;no;SPY232181/SPY232183;2023-06-24
SPY232184;no;SPY232184/SPY234962;2023-10-09
SPY232185;no;SPY232162/SPY232185;2024-02-28
SPY232186;no;SPY232186/SPY2401107;2024-05-16
SPY232187;no;SPY232187/SPY2401111;2024-05-16
SPY232188;no;SPY232179/SPY232188;2023-11-16
SPY232189;no;SPY232166/SPY232189;2023-06-23
SPY232190;no;SPY232050/SPY232190;2023-06-05
SPY232191;no;SPY232191/SPY232201;2023-06-05
SPY232192;no;SPY232192/SPY232193;2023-06-06
SPY232193;no;SPY232192/SPY232193;2023-06-06
SPY232194;no;SPY232194/SPY233710;2023-08-07
SPY232195;no;SPY232195/SPY232262;2023-07-21
SPY232196;no;SPY232196/SPY232271;2023-07-20
SPY232197;no;SPY232132/SPY232138/SPY232197/SPY233971;2023-08-23
SPY232198;no;SPY232198/SPY232208;2023-06-05
SPY232199;no;SPY232199/SPY232206;2023-06-06
SPY232200;no;SPY232200/SPY232214;2023-06-22
SPY232201;no;SPY232191/SPY232201;2023-06-05
SPY232202;no;SPY232202/SPY232217;2023-07-20
SPY232203;no;SPY232203/SPY232210;2023-06-28
SPY232204;no;SPY232094/SPY232204;2023-08-22
SPY232205;no;SPY232205/SPY232216;2023-06-22
SPY232206;no;SPY232199/SPY232206;2023-06-06
SPY232207;no;SPY232157/SPY232207/SPY232277/SPY234010;2023-09-03
SPY232208;no;SPY232198/SPY232208;2023-06-05
SPY232209;no;SPY232209/SPY232283;2023-06-26
SPY232210;no;SPY232203/SPY232210;2023-06-28
SPY232211;no;SPY232211/SPY232219;2023-06-27
SPY232213;no;SPY232213/SPY232266;2023-06-27
SPY232214;no;SPY232200/SPY232214;2023-06-22
SPY232215;no;SPY232057/SPY232215;2023-06-05
SPY232216;no;SPY232205/SPY232216;2023-06-22
SPY232217;no;SPY232202/SPY232217;2023-07-20
SPY232218;no;SPY232218/SPY232253;2023-07-20
SPY232219;no;SPY232211/SPY232219;2023-06-27
SPY232220;no;SPY232220/SPY232228;2023-07-10
SPY232221;no;SPY232156/SPY232221;2023-07-19
SPY232222;no;SPY232158/SPY232222;2023-07-25
SPY232223;no;SPY232223/SPY232231;2023-07-17
SPY232224;no;SPY232224/SPY232269;2023-08-30
SPY232225;no;SPY232136/SPY232225;2023-08-21
SPY232226;no;SPY232226/SPY232275;2023-08-22
SPY232227;no;SPY232227/SPY232256;2023-07-23
SPY232228;no;SPY232220/SPY232228;2023-07-10
SPY232229;no;SPY232134/SPY232229;2023-07-17
SPY232230;no;SPY232150/SPY232230;2023-07-14
SPY232231;no;SPY232223/SPY232231;2023-07-17
SPY232232;no;SPY232121/SPY232232;2023-07-18
SPY232233;no;SPY232044/SPY232233;2023-07-16
SPY232234;no;SPY232051/SPY232234;2023-07-16
SPY232235;no;SPY232235/SPY232239;2023-07-17
SPY232236;no;SPY232236/SPY232243;2023-07-23
SPY232237;no;SPY232113/SPY232237;2023-07-19
SPY232238;no;SPY232238/SPY233979;2023-08-22
SPY232239;no;SPY232235/SPY232239;2023-07-17
SPY232240;no;SPY232140/SPY232240;2023-07-15
SPY232241;no;SPY232151/SPY232241/SPY233997/SPY234013;2023-09-20
SPY232242;no;SPY232123/SPY232242;2023-07-10
SPY232243;no;SPY232236/SPY232243;2023-07-23
SPY232244;no;SPY232043/SPY232244;2023-07-12
SPY232245;no;SPY232122/SPY232245;2023-07-11
SPY232246;no;SPY232246/SPY232248;2023-07-11
SPY232247;no;SPY232247/SPY232249;2023-07-12
SPY232248;no;SPY232246/SPY232248;2023-07-11
SPY232249;no;SPY232247/SPY232249;2023-07-12
SPY232250;no;SPY232250/SPY232263;2023-07-20
SPY232251;no;SPY232251/SPY232270;2023-07-07
SPY232252;no;SPY232252/SPY232264;2023-07-07
SPY232253;no;SPY232218/SPY232253;2023-07-20
SPY232254;no;SPY232254/SPY232280;2023-07-22
SPY232255;no;no;2023-08-09
SPY232256;no;SPY232227/SPY232256;2023-07-23
SPY232257;no;SPY232152/SPY232257;2023-07-14
SPY232261;no;SPY232261/SPY232285;2023-07-21
SPY232262;no;SPY232195/SPY232262;2023-07-21
SPY232263;no;SPY232250/SPY232263;2023-07-20
SPY232264;no;SPY232252/SPY232264;2023-07-07
SPY232266;no;SPY232213/SPY232266;2023-06-27
SPY232269;no;SPY232224/SPY232269;2023-08-30
SPY232270;no;SPY232251/SPY232270;2023-07-07
SPY232271;no;SPY232196/SPY232271;2023-07-20
SPY232272;no;SPY232130/SPY232135/SPY232154/SPY232272;2023-08-21
SPY232274;no;SPY232274/SPY232284;2023-06-27
SPY232275;no;SPY232226/SPY232275;2023-08-22
SPY232277;no;SPY232157/SPY232207/SPY232277/SPY234010;2023-09-03
SPY232278;no;SPY232278/SPY232286;2023-07-07
SPY232279;no;SPY232279/SPY233995;2023-08-30
SPY232280;no;SPY232254/SPY232280;2023-07-22
SPY232282;no;SPY232282/SPY232289;2023-08-18
SPY232283;no;SPY232209/SPY232283;2023-06-26
SPY232284;no;SPY232274/SPY232284;2023-06-27
SPY232285;no;SPY232261/SPY232285;2023-07-21
SPY232286;no;SPY232278/SPY232286;2023-07-07
SPY232287;no;SPY232287/SPY232288;2023-07-22
SPY232288;no;SPY232287/SPY232288;2023-07-22
SPY232289;no;SPY232282/SPY232289;2023-08-18
SPY232643;SPY232643_SPY232649;SPY232643_SPY232649/SPY232658_SPY232667;2024-01-22
SPY232645;SPY232645_SPY232663;SPY232645_SPY232663/SPY232648_SPY232682;2023-10-03
SPY232646;SPY232646_SPY232656;SPY232646_SPY232656/SPY232655_SPY232672;2023-10-03
SPY232647;SPY232647_SPY232662;SPY232647_SPY232662/SPY232676_SPY232679;2023-10-04
SPY232648;SPY232648_SPY232682;SPY232645_SPY232663/SPY232648_SPY232682;2023-10-03
SPY232649;SPY232643_SPY232649;SPY232643_SPY232649/SPY232658_SPY232667;2024-01-22
SPY232651;SPY232651_SPY232669;SPY232651_SPY232669;2024-01-22
SPY232652;SPY232652_SPY232666;SPY232652_SPY232666/SPY232661_SPY232670;2024-01-22
