spygen_code;pool;replicates;date
SPY202519;no;SPY202505/SPY202519;2021-10-11
SPY202520;no;no;2021-10-11
SPY210635;no;SPY210635/SPY210651;2021-05-23
SPY210636;no;SPY210636/SPY210640;2021-05-04
SPY210637;no;SPY201952/SPY210637;2021-07-29
SPY210638;no;SPY210638/SPY2401959;2024-06-07
SPY210640;no;SPY210636/SPY210640;2021-05-04
SPY210641;no;SPY210641/SPY210642;2021-05-27
SPY210642;no;SPY210641/SPY210642;2021-05-27
SPY210643;no;SPY210643/SPY210644;2021-05-22
SPY210644;no;SPY210643/SPY210644;2021-05-22
SPY210645;no;no;2021-04-27
SPY210646;no;SPY201958/SPY210646;2021-05-08
SPY210647;no;SPY210647/SPY210652;2021-04-28
SPY210648;no;SPY210648/SPY210653;2021-05-23
SPY210649;no;SPY210649/SPY210654;2021-07-29
SPY210650;no;no;2021-04-27
SPY210651;no;SPY210635/SPY210651;2021-05-23
SPY210652;no;SPY210647/SPY210652;2021-04-28
SPY210653;no;SPY210648/SPY210653;2021-05-23
SPY210654;no;SPY210649/SPY210654;2021-07-29
SPY210655;no;no;2021-04-27
SPY210656;no;no;2021-04-27
SPY210657;no;no;2021-04-27
SPY210658;no;no;2021-04-27
SPY210659;no;no;2021-04-27
SPY210660;no;no;2021-04-27
SPY210661;no;no;2021-04-27
SPY210662;no;no;2021-04-27
SPY210663;no;no;2021-04-27
SPY210664;no;no;2021-04-25
SPY210665;no;no;2021-04-27
SPY210666;no;no;2021-04-28
SPY210667;no;no;2021-04-29
SPY210668;no;no;2021-04-29
SPY210669;no;no;2021-04-29
SPY210670;no;no;2021-04-27
SPY210671;no;no;2021-04-27
SPY210672;no;no;2021-04-29
SPY210673;no;no;2021-04-29
SPY210674;no;no;2021-04-29
SPY210675;no;no;2021-04-29
SPY210676;no;no;2021-04-28
SPY210677;no;no;2021-04-29
SPY210678;no;no;2021-04-29
SPY210679;no;no;2021-04-28
SPY210680;no;no;2021-04-28
SPY210681;no;no;2021-04-28
SPY210682;no;no;2021-04-28
SPY210683;no;no;2021-04-28
SPY210684;no;no;2021-04-28
SPY210685;no;no;2021-04-28
SPY210686;no;no;2021-04-28
SPY210687;no;no;2021-04-28
SPY210688;no;no;2021-04-28
SPY210689;no;no;2021-04-28
SPY210690;no;no;2021-04-28
SPY210691;no;no;2021-04-28
SPY210692;no;no;2021-04-28
SPY210693;no;no;2021-04-28
SPY210694;no;no;2021-04-28
SPY210695;no;no;2020-04-30
SPY210696;no;no;2021-05-01
SPY210697;no;no;2021-05-01
SPY210698;no;no;2021-05-01
SPY210699;no;no;2021-05-01
SPY210700;no;no;2020-04-30
SPY210701;no;no;2021-04-30
SPY210702;no;no;2020-04-30
SPY210703;no;no;2020-04-30
SPY210704;no;no;2020-04-30
SPY210705;no;no;2021-05-01
SPY210706;no;no;2020-04-30
SPY210707;no;no;2020-04-30
SPY210708;no;no;2020-04-30
SPY210709;no;no;2020-04-30
SPY210710;no;no;2021-05-01
SPY210711;no;no;2020-04-30
SPY210712;no;no;2021-04-29
SPY210713;no;no;2021-04-29
SPY210714;no;no;2021-04-29
SPY210715;no;no;2020-04-30
SPY210716;no;no;2020-04-30
SPY210717;no;no;2021-04-29
SPY210718;no;no;2021-04-29
SPY210719;no;no;2021-04-29
SPY210720;no;no;2021-04-29
SPY210721;no;no;2021-04-29
SPY210722;no;no;2021-04-29
SPY210723;no;no;2021-04-29
SPY210724;no;no;2021-04-29
SPY210725;no;no;2020-04-30
SPY210726;no;no;2020-04-30
SPY210727;no;no;2020-04-30
SPY210728;no;no;2020-04-30
SPY211044;no;SPY211044/SPY211047;2021-06-07
SPY211045;no;SPY211045/SPY211046;2021-06-07
SPY211046;no;SPY211045/SPY211046;2021-06-07
SPY211047;no;SPY211044/SPY211047;2021-06-07
SPY211048;no;SPY211048/SPY211062;2021-06-09
SPY211049;no;SPY211049/SPY211050;2021-06-10
SPY211050;no;SPY211049/SPY211050;2021-06-10
SPY211051;no;SPY211051/SPY211063;2021-06-08
SPY211052;no;SPY211052/SPY211058;2021-06-03
SPY211053;no;SPY211053/SPY211057;2021-06-02
SPY211054;no;SPY211054/SPY211055;2021-06-10
SPY211055;no;SPY211054/SPY211055;2021-06-10
SPY211056;no;SPY211056/SPY211064;2021-06-11
SPY211057;no;SPY211053/SPY211057;2021-06-02
SPY211058;no;SPY211052/SPY211058;2021-06-03
SPY211059;no;SPY211059/SPY211060;2021-06-11
SPY211060;no;SPY211059/SPY211060;2021-06-11
SPY211061;no;SPY211061/SPY211066;2022-06-14
SPY211062;no;SPY211048/SPY211062;2021-06-09
SPY211063;no;SPY211051/SPY211063;2021-06-08
SPY211064;no;SPY211056/SPY211064;2021-06-11
SPY211065;no;SPY211065/SPY220902;2022-06-14
SPY211066;no;SPY211061/SPY211066;2022-06-14
SPY211067;no;SPY211067/SPY220893;2022-08-01
SPY211068;no;SPY211068/SPY211073;2021-05-31
SPY211069;no;SPY211069/SPY211070;2021-06-15
SPY211070;no;SPY211069/SPY211070;2021-06-15
SPY211071;no;SPY211071/SPY211072;2021-06-15
SPY211072;no;SPY211071/SPY211072;2021-06-15
SPY211073;no;SPY211068/SPY211073;2021-05-31
SPY211138;no;no;2021-06-16
SPY211139;SPY211139_SPY211144;SPY202501_SPY211140/SPY211139_SPY211144;2021-07-27
SPY211140;SPY202501_SPY211140;SPY202501_SPY211140/SPY211139_SPY211144;2021-07-27
SPY211141;SPY211141_SPY211142;SPY211141_SPY211142;2021-06-15
SPY211142;SPY211141_SPY211142;SPY211141_SPY211142;2021-06-15
SPY211143;SPY211143_SPY211150;SPY211143_SPY211150/SPY211152_SPY211155;2021-07-28
SPY211144;SPY211139_SPY211144;SPY202501_SPY211140/SPY211139_SPY211144;2021-07-27
SPY211145;SPY211145_SPY211153;SPY211145_SPY211153/SPY211146_SPY211156;2021-07-27
SPY211146;SPY211146_SPY211156;SPY211145_SPY211153/SPY211146_SPY211156;2021-07-27
SPY211147;SPY211147_SPY211148;SPY211147_SPY211148;2021-06-15
SPY211148;SPY211147_SPY211148;SPY211147_SPY211148;2021-06-15
SPY211149;SPY211149_SPY211151;SPY211149_SPY211151/SPY211154_SPY211157;2021-07-28
SPY211150;SPY211143_SPY211150;SPY211143_SPY211150/SPY211152_SPY211155;2021-07-28
SPY211151;SPY211149_SPY211151;SPY211149_SPY211151/SPY211154_SPY211157;2021-07-28
SPY211152;SPY211152_SPY211155;SPY211143_SPY211150/SPY211152_SPY211155;2021-07-28
SPY211153;SPY211145_SPY211153;SPY211145_SPY211153/SPY211146_SPY211156;2021-07-27
SPY211154;SPY211154_SPY211157;SPY211149_SPY211151/SPY211154_SPY211157;2021-07-28
SPY211155;SPY211152_SPY211155;SPY211143_SPY211150/SPY211152_SPY211155;2021-07-28
SPY211156;SPY211146_SPY211156;SPY211145_SPY211153/SPY211146_SPY211156;2021-07-27
SPY211157;SPY211154_SPY211157;SPY211149_SPY211151/SPY211154_SPY211157;2021-07-28
SPY211161;SPY211161_SPY211192;SPY211161_SPY211192/SPY211162_SPY211176;2022-03-10
SPY211162;SPY211162_SPY211176;SPY211161_SPY211192/SPY211162_SPY211176;2022-03-10
SPY211163;SPY201163_SPY211163;SPY201163_SPY211163/SPY211164_SPY211167;2021-09-13
SPY211164;SPY211164_SPY211167;SPY201163_SPY211163/SPY211164_SPY211167;2021-09-13
SPY211165;SPY211165_SPY214113;SPY211165_SPY214113/SPY211193_SPY211194;2022-03-10
SPY211166;SPY211166_SPY211187;SPY211166_SPY211187/SPY211188_SPY211190;2022-03-09
SPY211167;SPY211164_SPY211167;SPY201163_SPY211163/SPY211164_SPY211167;2021-09-13
SPY211168;SPY211168_SPY211173;SPY211168_SPY211173/SPY211177_SPY211172;2021-10-19
SPY211169;SPY211169_SPY211181;SPY211169_SPY211181/SPY211174_SPY211180;2021-10-18
SPY211170;no;SPY211170/SPY211182;2021-10-18
SPY211171;SPY211171_SPY211179;SPY211171_SPY211179/SPY211185_SPY211186;2022-03-09
SPY211172;SPY211177_SPY211172;SPY211168_SPY211173/SPY211177_SPY211172;2021-10-19
SPY211173;SPY211168_SPY211173;SPY211168_SPY211173/SPY211177_SPY211172;2021-10-19
SPY211174;SPY211174_SPY211180;SPY211169_SPY211181/SPY211174_SPY211180;2021-10-18
SPY211176;SPY211162_SPY211176;SPY211161_SPY211192/SPY211162_SPY211176;2022-03-10
SPY211177;SPY211177_SPY211172;SPY211168_SPY211173/SPY211177_SPY211172;2021-10-19
SPY211178;SPY211184_SPY211178;SPY211184_SPY211178/SPY211183;2021-10-19
SPY211179;SPY211171_SPY211179;SPY211171_SPY211179/SPY211185_SPY211186;2022-03-09
SPY211180;SPY211174_SPY211180;SPY211169_SPY211181/SPY211174_SPY211180;2021-10-18
SPY211181;SPY211169_SPY211181;SPY211169_SPY211181/SPY211174_SPY211180;2021-10-18
SPY211182;no;SPY211170/SPY211182;2021-10-18
SPY211183;no;SPY211184_SPY211178/SPY211183;2021-10-19
SPY211184;SPY211184_SPY211178;SPY211184_SPY211178/SPY211183;2021-10-19
SPY211185;SPY211185_SPY211186;SPY211171_SPY211179/SPY211185_SPY211186;2022-03-09
SPY211186;SPY211185_SPY211186;SPY211171_SPY211179/SPY211185_SPY211186;2022-03-09
SPY211187;SPY211166_SPY211187;SPY211166_SPY211187/SPY211188_SPY211190;2022-03-09
SPY211188;SPY211188_SPY211190;SPY211166_SPY211187/SPY211188_SPY211190;2022-03-09
SPY211189;SPY211189_SPY214121;SPY211189_SPY214121/SPY211272_SPY223408;2022-10-11
SPY211190;SPY211188_SPY211190;SPY211166_SPY211187/SPY211188_SPY211190;2022-03-09
SPY211192;SPY211161_SPY211192;SPY211161_SPY211192/SPY211162_SPY211176;2022-03-10
SPY211193;SPY211193_SPY211194;SPY211165_SPY214113/SPY211193_SPY211194;2022-03-10
SPY211194;SPY211193_SPY211194;SPY211165_SPY214113/SPY211193_SPY211194;2022-03-10
SPY211262;no;SPY211262/SPY211311;2021-05-31
SPY211263;no;SPY211263/SPY211304;2021-06-01
SPY211264;SPY211264_SPY222012;SPY211264_SPY222012/SPY211267_SPY211281;2022-10-12
SPY211265;SPY211265_SPY223409;SPY211265_SPY223409_SPY211270_SPY211271;2022-08-18
SPY211266;no;SPY211266/SPY211280;2021-06-03
SPY211267;SPY211267_SPY211281;SPY211264_SPY222012/SPY211267_SPY211281;2022-10-12
SPY211268;no;SPY211268/SPY211305;2021-06-01
SPY211269;SPY211269_SPY214120;SPY211269_SPY214120;2022-06-14
SPY211270;SPY211270_SPY211271;SPY211265_SPY223409_SPY211270_SPY211271;2022-08-18
SPY211271;SPY211270_SPY211271;SPY211265_SPY223409_SPY211270_SPY211271;2022-08-18
SPY211272;SPY211272_SPY223408;SPY211189_SPY214121/SPY211272_SPY223408;2022-10-11
SPY211273;no;SPY211273/SPY211277;2021-06-09
SPY211274;no;SPY211274/SPY211278;2021-06-06
SPY211275;no;SPY211275/SPY211282;2021-06-04
SPY211276;SPY211276_SPY214127;SPY211276_SPY214127/SPY213526_SPY214125;2022-06-15
SPY211277;no;SPY211273/SPY211277;2021-06-09
SPY211278;no;SPY211274/SPY211278;2021-06-06
SPY211279;no;SPY211279/SPY211286;2021-06-06
SPY211280;no;SPY211266/SPY211280;2021-06-03
SPY211281;SPY211267_SPY211281;SPY211264_SPY222012/SPY211267_SPY211281;2022-10-12
SPY211282;no;SPY211275/SPY211282;2021-06-04
SPY211283;no;SPY211283/SPY211288;2021-06-07
SPY211284;no;SPY211284/SPY211306;2021-06-04
SPY211285;no;no;2021-06-03
SPY211286;no;SPY211279/SPY211286;2021-06-06
SPY211287;SPY211287_SPY223407;SPY211287_SPY223407/SPY213114_SPY213524;2022-10-11
SPY211288;no;SPY211283/SPY211288;2021-06-07
SPY211289;no;SPY211289/SPY211290;2021-06-01
SPY211290;no;SPY211289/SPY211290;2021-06-01
SPY211299;no;SPY211299/SPY211303;2021-06-02
SPY211300;no;SPY211300/SPY211302;2021-06-03
SPY211301;no;SPY211301/SPY211310;2021-06-08
SPY211302;no;SPY211300/SPY211302;2021-06-03
SPY211303;no;SPY211299/SPY211303;2021-06-02
SPY211304;no;SPY211263/SPY211304;2021-06-01
SPY211305;no;SPY211268/SPY211305;2021-06-01
SPY211306;no;SPY211284/SPY211306;2021-06-04
SPY211307;no;SPY211307/SPY211309;2021-06-02
SPY211309;no;SPY211307/SPY211309;2021-06-02
SPY211310;no;SPY211301/SPY211310;2021-06-08
SPY211311;no;SPY211262/SPY211311;2021-05-31
SPY212584;no;no;2021-07-06
SPY212585;no;no;2021-07-06
SPY212586;no;no;2021-07-07
SPY212587;no;no;2021-07-07
SPY212588;no;SPY212588/SPY212589;2021-07-04
SPY212589;no;SPY212588/SPY212589;2021-07-04
SPY212678;no;SPY212678/SPY212681;2021-07-27
SPY212679;no;SPY212679/SPY212689;2021-07-23
SPY212680;no;SPY212680/SPY212690;2021-07-28
SPY212681;no;SPY212678/SPY212681;2021-07-27
SPY212682;no;SPY212682/SPY212695;2021-07-21
SPY212683;no;SPY212683/SPY212696;2021-07-22
SPY212684;no;SPY212684/SPY212688;2021-07-27
SPY212685;no;SPY212685/SPY212687;2021-07-29
SPY212686;no;SPY212686/SPY212692;2021-07-20
SPY212687;no;SPY212685/SPY212687;2021-07-29
SPY212688;no;SPY212684/SPY212688;2021-07-27
SPY212689;no;SPY212679/SPY212689;2021-07-23
SPY212690;no;SPY212680/SPY212690;2021-07-28
SPY212691;no;SPY212691/SPY212694;2021-07-23
SPY212692;no;SPY212686/SPY212692;2021-07-20
SPY212693;no;SPY212693/SPY212697;2021-07-21
SPY212694;no;SPY212691/SPY212694;2021-07-23
SPY212695;no;SPY212682/SPY212695;2021-07-21
SPY212696;no;SPY212683/SPY212696;2021-07-22
SPY212697;no;SPY212693/SPY212697;2021-07-21
SPY212710;no;SPY212710/SPY212712/SPY212719;2021-07-22
SPY212711;no;SPY212711/SPY212713/SPY212758/SPY212759;2021-07-21
SPY212712;no;SPY212710/SPY212712/SPY212719;2021-07-22
SPY212713;no;SPY212711/SPY212713/SPY212758/SPY212759;2021-07-21
SPY212714;no;no;2021-07-22
SPY212715;no;SPY212715/SPY212716/SPY212717/SPY212756;2021-07-21
SPY212716;no;SPY212715/SPY212716/SPY212717/SPY212756;2021-07-21
SPY212717;no;SPY212715/SPY212716/SPY212717/SPY212756;2021-07-21
SPY212718;no;no;2021-07-22
SPY212719;no;SPY212710/SPY212712/SPY212719;2021-07-22
SPY212756;no;SPY212715/SPY212716/SPY212717/SPY212756;2021-07-21
SPY212758;no;SPY212711/SPY212713/SPY212758/SPY212759;2021-07-21
SPY212759;no;SPY212711/SPY212713/SPY212758/SPY212759;2021-07-21
SPY212760;no;SPY212760/SPY212765;2021-07-27
SPY212762;no;SPY212762/SPY212763;2021-07-27
SPY212763;no;SPY212762/SPY212763;2021-07-27
SPY212764;no;SPY212764/SPY212766;2021-07-27
SPY212765;no;SPY212760/SPY212765;2021-07-27
SPY212766;no;SPY212764/SPY212766;2021-07-27
SPY212767;no;SPY212767/SPY212769;2021-07-27
SPY212768;no;SPY201953/SPY212768;2021-07-29
SPY212769;no;SPY212767/SPY212769;2021-07-27
SPY213114;SPY213114_SPY213524;SPY211287_SPY223407/SPY213114_SPY213524;2022-10-11
SPY213512;no;SPY213512/SPY213516;2021-10-04
SPY213513;no;SPY213513/SPY213520;2021-10-13
SPY213514;no;SPY213514/SPY213517;2021-10-05
SPY213515;no;no;2021-10-04
SPY213516;no;SPY213512/SPY213516;2021-10-04
SPY213517;no;SPY213514/SPY213517;2021-10-05
SPY213518;no;no;2021-10-12
SPY213519;no;SPY213519/SPY213527;2021-10-29
SPY213520;no;SPY213513/SPY213520;2021-10-13
SPY213521;no;SPY213521/SPY213522;2021-10-12
SPY213522;no;SPY213521/SPY213522;2021-10-12
SPY213523;no;SPY213523/SPY213525;2021-10-25
SPY213524;SPY213114_SPY213524;SPY211287_SPY223407/SPY213114_SPY213524;2022-10-11
SPY213525;no;SPY213523/SPY213525;2021-10-25
SPY213526;SPY213526_SPY214125;SPY211276_SPY214127/SPY213526_SPY214125;2022-06-15
SPY213527;no;SPY213519/SPY213527;2021-10-29
SPY214113;SPY211165_SPY214113;SPY211165_SPY214113/SPY211193_SPY211194;2022-03-10
SPY214116;SPY214124_SPY214116;SPY214124_SPY214116;2022-06-14
SPY214118;SPY214118_SPY214123;SPY214118_SPY214123/SPY214126_SPY214122;2022-06-15
SPY214120;SPY211269_SPY214120;SPY211269_SPY214120;2022-06-14
SPY214121;SPY211189_SPY214121;SPY211189_SPY214121/SPY211272_SPY223408;2022-10-11
SPY214122;SPY214126_SPY214122;SPY214118_SPY214123/SPY214126_SPY214122;2022-06-15
SPY214123;SPY214118_SPY214123;SPY214118_SPY214123/SPY214126_SPY214122;2022-06-15
SPY214124;SPY214124_SPY214116;SPY214124_SPY214116;2022-06-14
SPY214125;SPY213526_SPY214125;SPY211276_SPY214127/SPY213526_SPY214125;2022-06-15
SPY214126;SPY214126_SPY214122;SPY214118_SPY214123/SPY214126_SPY214122;2022-06-15
SPY214127;SPY211276_SPY214127;SPY211276_SPY214127/SPY213526_SPY214125;2022-06-15
SPY214171;no;SPY214171/SPY214175;2024-09-03
SPY214175;no;SPY214171/SPY214175;2024-09-03
SPY220275;no;SPY220275/SPY220291;2022-05-04
SPY220276;no;SPY220276/SPY220279;2022-03-22
SPY220277;no;SPY220277/SPY220282;2022-03-23
SPY220278;no;SPY220278/SPY220284;2022-03-23
SPY220279;no;SPY220276/SPY220279;2022-03-22
SPY220280;no;SPY220280/SPY220288;2022-04-10
SPY220281;no;no;2022-04-14
SPY220282;no;SPY220277/SPY220282;2022-03-23
SPY220283;no;SPY220283/SPY220289;2022-03-23
SPY220284;no;SPY220278/SPY220284;2022-03-23
SPY220285;no;no;2022-04-13
SPY220288;no;SPY220280/SPY220288;2022-04-10
SPY220289;no;SPY220283/SPY220289;2022-03-23
SPY220291;no;SPY220275/SPY220291;2022-05-04
SPY220293;no;SPY220293/SPY220294;2022-03-24
SPY220294;no;SPY220293/SPY220294;2022-03-24
SPY220295;no;SPY220295/SPY220296;2022-04-14
SPY220296;no;SPY220295/SPY220296;2022-04-14
SPY220297;no;SPY220297/SPY220298;2022-04-14
SPY220298;no;SPY220297/SPY220298;2022-04-14
SPY220299;no;SPY220299/SPY220312;2022-04-19
SPY220300;no;SPY220300/SPY220303;2022-04-16
SPY220301;no;SPY220301/SPY220302;2022-04-15
SPY220302;no;SPY220301/SPY220302;2022-04-15
SPY220303;no;SPY220300/SPY220303;2022-04-16
SPY220304;no;SPY220304/SPY220883;10/06/2024
SPY220305;no;SPY220305/SPY224272;09/06/2024
SPY220306;no;SPY220306/SPY220308;2022-04-19
SPY220307;no;SPY220307/SPY220311;2022-04-19
SPY220308;no;SPY220306/SPY220308;2022-04-19
SPY220310;no;SPY220310/SPY220313;2022-05-01
SPY220311;no;SPY220307/SPY220311;2022-04-19
SPY220312;no;SPY220299/SPY220312;2022-04-19
SPY220313;no;SPY220310/SPY220313;2022-05-01
SPY220314;no;SPY192297/SPY220314;2022-06-20
SPY220843;no;SPY220843/SPY220850;2022-05-20
SPY220844;no;SPY220844/SPY220862;2022-05-26
SPY220845;no;SPY220845/SPY220847;2022-05-23
SPY220846;no;SPY220846/SPY220858;2022-05-22
SPY220847;no;SPY220845/SPY220847;2022-05-23
SPY220848;no;SPY220848/SPY220854;2022-05-16
SPY220849;no;SPY220849/SPY220851;2022-05-26
SPY220850;no;SPY220843/SPY220850;2022-05-20
SPY220851;no;SPY220849/SPY220851;2022-05-26
SPY220852;no;SPY220852/SPY220853;2022-05-26
SPY220853;no;SPY220852/SPY220853;2022-05-26
SPY220854;no;SPY220848/SPY220854;2022-05-16
SPY220855;no;SPY220855/SPY220864;2022-05-19
SPY220856;no;SPY220856/SPY220863;2022-05-20
SPY220857;no;SPY220857/SPY220859;2022-05-25
SPY220858;no;SPY220846/SPY220858;2022-05-22
SPY220859;no;SPY220857/SPY220859;2022-05-25
SPY220860;no;SPY220860/SPY220865;2022-05-21
SPY220861;no;SPY220861/SPY220870;2022-05-17
SPY220862;no;SPY220844/SPY220862;2022-05-26
SPY220863;no;SPY220856/SPY220863;2022-05-20
SPY220864;no;SPY220855/SPY220864;2022-05-19
SPY220865;no;SPY220860/SPY220865;2022-05-21
SPY220866;no;SPY220866/SPY220872;2022-05-24
SPY220867;no;SPY220867/SPY220868;2022-05-25
SPY220868;no;SPY220867/SPY220868;2022-05-25
SPY220869;no;SPY220869/SPY220871;2022-05-23
SPY220870;no;SPY220861/SPY220870;2022-05-17
SPY220871;no;SPY220869/SPY220871;2022-05-23
SPY220872;no;SPY220866/SPY220872;2022-05-24
SPY220873;no;SPY220873/SPY220888;2022-06-13
SPY220874;no;SPY220874/SPY220877;2022-06-12
SPY220875;no;SPY220875/SPY220879;2022-06-12
SPY220876;no;SPY220876/SPY220889;2022-06-10
SPY220877;no;SPY220874/SPY220877;2022-06-12
SPY220878;no;SPY220878/SPY220894;2022-07-31
SPY220879;no;SPY220875/SPY220879;2022-06-12
SPY220880;no;SPY220880/SPY220884;2022-06-08
SPY220881;no;SPY220881/SPY220885;2022-06-02
SPY220882;no;SPY220882/SPY220887;2022-06-01
SPY220883;no;SPY220304/SPY220883;10/06/2024
SPY220884;no;SPY220880/SPY220884;2022-06-08
SPY220885;no;SPY220881/SPY220885;2022-06-02
SPY220886;no;SPY220886/SPY220890;2022-06-02
SPY220887;no;SPY220882/SPY220887;2022-06-01
SPY220888;no;SPY220873/SPY220888;2022-06-13
SPY220889;no;SPY220876/SPY220889;2022-06-10
SPY220890;no;SPY220886/SPY220890;2022-06-02
SPY220891;no;SPY220891/SPY220892;2022-05-28
SPY220892;no;SPY220891/SPY220892;2022-05-28
SPY220893;no;SPY211067/SPY220893;2022-08-01
SPY220894;no;SPY220878/SPY220894;2022-07-31
SPY220895;no;SPY220895/SPY220900;2022-06-03
SPY220896;no;SPY220896/SPY220897;2022-05-28
SPY220897;no;SPY220896/SPY220897;2022-05-28
SPY220898;no;SPY220898/SPY220899;2022-05-26
SPY220899;no;SPY220898/SPY220899;2022-05-26
SPY220900;no;SPY220895/SPY220900;2022-06-03
SPY220902;no;SPY211065/SPY220902;2022-06-14
SPY221345;no;SPY221345/SPY221366;2022-06-14
SPY221354;no;SPY221354/SPY221367;2022-06-14
SPY221366;no;SPY221345/SPY221366;2022-06-14
SPY221367;no;SPY221354/SPY221367;2022-06-14
SPY221739;no;SPY221739/SPY221740;2022-06-03
SPY221740;no;SPY221739/SPY221740;2022-06-03
SPY221741;no;SPY221741/SPY221742;2022-06-07
SPY221742;no;SPY221741/SPY221742;2022-06-07
SPY221743;no;SPY221743/SPY221744;2022-06-22
SPY221744;no;SPY221743/SPY221744;2022-06-22
SPY221745;no;SPY221745/SPY221746;2022-06-28
SPY221746;no;SPY221745/SPY221746;2022-06-28
SPY221747;no;SPY221747/SPY221748;2022-06-29
SPY221748;no;SPY221747/SPY221748;2022-06-29
SPY221749;no;SPY221749/SPY221750/SPY221751/SPY221753;2022-06-30
SPY221750;no;SPY221749/SPY221750/SPY221751/SPY221753;2022-06-30
SPY221751;no;SPY221749/SPY221750/SPY221751/SPY221753;2022-06-30
SPY221753;no;SPY221749/SPY221750/SPY221751/SPY221753;2022-06-30
SPY222003;SPY222003_SPY223411;SPY222003_SPY223411/SPY222004_SPY222021;2022-10-12
SPY222004;SPY222004_SPY222021;SPY222003_SPY223411/SPY222004_SPY222021;2022-10-12
SPY222006;SPY222006_SPY224131;SPY222006_SPY224131/SPY224135_SPY224140;2023-01-11
SPY222011;SPY222011_SPY222022;SPY222011_SPY222022/SPY224137_SPY224138;2023-01-11
SPY222012;SPY211264_SPY222012;SPY211264_SPY222012/SPY211267_SPY211281;2022-10-12
SPY222016;SPY222016_SPY224133;SPY222016_SPY224133/SPY222017_SPY224143;2023-01-25
SPY222017;SPY222017_SPY224143;SPY222016_SPY224133/SPY222017_SPY224143;2023-01-25
SPY222021;SPY222004_SPY222021;SPY222003_SPY223411/SPY222004_SPY222021;2022-10-12
SPY222022;SPY222011_SPY222022;SPY222011_SPY222022/SPY224137_SPY224138;2023-01-11
SPY222967;no;SPY222967/SPY222969/SPY222977;2022-07-28
SPY222968;no;SPY222968/SPY222975;2023-06-24
SPY222969;no;SPY222967/SPY222969/SPY222977;2022-07-28
SPY222970;no;SPY222970/SPY222972/SPY222973/SPY222974;2022-07-29
SPY222971;no;SPY222971/SPY222976;2023-06-24
SPY222972;no;SPY222970/SPY222972/SPY222973/SPY222974;2022-07-29
SPY222973;no;SPY222970/SPY222972/SPY222973/SPY222974;2022-07-29
SPY222974;no;SPY222970/SPY222972/SPY222973/SPY222974;2022-07-29
SPY222975;no;SPY222968/SPY222975;2023-06-24
SPY222976;no;SPY222971/SPY222976;2023-06-24
SPY222977;no;SPY222967/SPY222969/SPY222977;2022-07-28
SPY223047;no;SPY223047/SPY223050;2023-05-27
SPY223048;no;SPY223048/SPY223049;2023-05-27
SPY223049;no;SPY223048/SPY223049;2023-05-27
SPY223050;no;SPY223047/SPY223050;2023-05-27
SPY223051;no;SPY223051/SPY223056;2023-05-27
SPY223052;no;SPY223052/SPY223058;2023-05-27
SPY223053;no;SPY223053/SPY223059;2023-05-27
SPY223054;no;SPY223054/SPY223055;2023-05-28
SPY223055;no;SPY223054/SPY223055;2023-05-28
SPY223056;no;SPY223051/SPY223056;2023-05-27
SPY223057;no;SPY223057/SPY223064;2023-05-28
SPY223058;no;SPY223052/SPY223058;2023-05-27
SPY223059;no;SPY223053/SPY223059;2023-05-27
SPY223060;no;SPY223060/SPY223061;2023-05-27
SPY223061;no;SPY223060/SPY223061;2023-05-27
SPY223062;no;SPY223062/SPY223063;2023-05-28
SPY223063;no;SPY223062/SPY223063;2023-05-28
SPY223064;no;SPY223057/SPY223064;2023-05-28
SPY223065;no;SPY223065/SPY223066;2023-05-28
SPY223066;no;SPY223065/SPY223066;2023-05-28
SPY223067;no;SPY223067/SPY223068;2023-05-28
SPY223068;no;SPY223067/SPY223068;2023-05-28
SPY223069;no;SPY223069/SPY223070;2023-05-28
SPY223070;no;SPY223069/SPY223070;2023-05-28
SPY223071;no;SPY223071/SPY223072;2023-06-02
SPY223072;no;SPY223071/SPY223072;2023-06-02
SPY223073;no;SPY223073/SPY223081;2023-06-02
SPY223074;no;SPY223074/SPY223075;2023-06-02
SPY223075;no;SPY223074/SPY223075;2023-06-02
SPY223076;no;SPY223076/SPY231880;2023-06-02
SPY223077;no;SPY223077/SPY223079;2023-05-25
SPY223078;no;SPY223078/SPY223082;2023-05-25
SPY223079;no;SPY223077/SPY223079;2023-05-25
SPY223080;no;SPY223080/SPY231872;2023-06-02
SPY223081;no;SPY223073/SPY223081;2023-06-02
SPY223082;no;SPY223078/SPY223082;2023-05-25
SPY223325;no;SPY223325/SPY223333;2023-04-07
SPY223333;no;SPY223325/SPY223333;2023-04-07
SPY223336;no;SPY223336/SPY224259;2023-07-06
SPY223407;SPY211287_SPY223407;SPY211287_SPY223407/SPY213114_SPY213524;2022-10-11
SPY223408;SPY211272_SPY223408;SPY211189_SPY214121/SPY211272_SPY223408;2022-10-11
SPY223409;SPY211265_SPY223409;SPY211265_SPY223409_SPY211270_SPY211271;2022-08-18
SPY223411;SPY222003_SPY223411;SPY222003_SPY223411/SPY222004_SPY222021;2022-10-12
SPY223412;no;no;2022-08-18
SPY224131;SPY222006_SPY224131;SPY222006_SPY224131/SPY224135_SPY224140;2023-01-11
SPY224132;SPY224132_SPY224144;SPY224132_SPY224144/SPY232685;2023-05-23
SPY224133;SPY222016_SPY224133;SPY222016_SPY224133/SPY222017_SPY224143;2023-01-25
