"spygen_code","nb","Dicentrarchus labrax","Chromis chromis","Sciaena umbra","Sphyraena viridensis","Acanthurus coeruleus","Epigonus constanciae","Epigonus denticulatus","Polyprion americanus","Anguilla anguilla","Ariosoma balearicum","Conger conger","Enchelycore anatina","Muraena helena","Nemichthys scolopaceus","Facciolella oxyrhynchus","Dalophis imberbis","Echelus myrus","Ophichthus rufus","Ophisurus macrorhynchos","Argentina sphyraena","Nansenia boreacrassicauda","Atherina boyeri","Aulopus filamentosus","Chlorophthalmus agassizi","Arctozenus risso","Synodus saurus","Belone belone","Cololabis saira","Aidablennius sphynx","Blennius ocellaris","Lipophrys trigloides","Microlipophrys canevae","Parablennius gattorugine","Parablennius pilicornis","Parablennius rouxi","Salaria pavo","Scartella cristata","Lepadogaster candolii","Lepadogaster lepadogaster","Tripterygion delaisi","Tripterygion melanurus","Tripterygion tripteronotum","Capros aper","Naucrates ductor","Seriola dumerili","Seriola lalandi","Trachinotus ovatus","Trachurus picturatus","Coryphaena hippurus","Alosa fallax","Sardina pilchardus","Sardinella aurita","Sprattus sprattus","Encrasicholina punctifer","Engraulis encrasicolus","Cyprinus carpio","Gadiculus argenteus","Merlangius merlangus","Micromesistius poutassou","Gaidropsarus mediterraneus","Coelorinchus caelorhincus","Hymenocephalus italicus","Merluccius merluccius","Aphia minuta","Buenia affinis","Corcyrogobius liechtensteini","Crystallogobius linearis","Deltentosteus collonianus","Deltentosteus quadrimaculatus","Gammogobius steinitzi","Gobius ater","Gobius bucchichi","Gobius cobitis","Gobius cruentatus","Gobius geniporus","Gobius niger","Gobius paganellus","Gobius xanthocephalus","Pomatoschistus flavescens","Knipowitschia caucasica","Lebetus guilleti","Lesueurigobius friesii","Lesueurigobius suerii","Millerigobius macrocephalus","Odondebuenia balearica","Pomatoschistus microps","Pomatoschistus minutus","Pseudaphya ferreri","Silhouettea aegyptia","Speleogobius trigloides","Zebrus zebrus","Gobius ophiocephalus","Istiophorus platypterus","Xiphias gladius","Apogon imberbis","Coris julis","Ctenolabrus rupestris","Labrus mixtus","Sparisoma cretense","Symphodus bailloni","Centrolabrus melanocercus","Symphodus melops","Symphodus ocellatus","Symphodus tinca","Thalassoma pavo","Xyrichtys novacula","Trachipterus trachypterus","Zu cristatus","Lophius budegassa","Lophius litulon","Lophius piscatorius","Pomadasys incisus","Chelon auratus","Chelon labrosus","Chelon ramada","Chelon richardsonii","Mugil capurrii","Mugil cephalus","Oedalechilus labeo","Planiliza macrolepis","Benthosema glaciale","Bolinichthys supralateralis","Ceratoscopelus maderensis","Diaphus anderseni","Diaphus holti","Diaphus rafinesquii","Lampanyctus crocodilus","Lampanyctus pusillus","Lobianchia dofleini","Myctophum punctatum","Johnius belangerii","Larimichthys crocea","Umbrina cirrosa","Notacanthus chemnitzii","Cataetyx rubrirostris","Carapus acus","Peristedion cataphractum","Scorpaena elongata","Scorpaena notata","Scorpaena porcus","Scorpaena scrofa","Helicolenus dactylopterus","Anthias anthias","Epinephelus aeneus","Epinephelus costae","Epinephelus malabaricus","Epinephelus marginatus","Mycteroperca rubra","Serranus cabrilla","Serranus hepatus","Serranus scriba","Echiichthys vipera","Trachinus araneus","Trachinus draco","Trachinus radiatus","Chelidonichthys cuculus","Trigla lyra","Arnoglossus imperialis","Arnoglossus laterna","Arnoglossus thori","Bothus podas","Citharus linguatula","Cynoglossus senegalensis","Pleuronectes platessa","Lepidorhombus boscii","Lepidorhombus whiffiagonis","Scophthalmus maximus","Scophthalmus rhombus","Buglossidium luteum","Pegusa lascaris","Pegusa nasuta","Solea senegalensis","Solea solea","Cepola macrophthalma","Salmo salar","Brama brama","Centrolophus niger","Schedophilus medusophagus","Schedophilus ovalis","Psenes pellucidus","Pomatomus saltatrix","Acanthocybium solandri","Euthynnus affinis","Euthynnus alletteratus","Katsuwonus pelamis","Sarda sarda","Scomber colias","Scomber scombrus","Thunnus thynnus","Tetragonurus cuvieri","Lepidopus caudatus","Trichiurus lepturus","Spicara maena","Spicara smaris","Boops boops","Diplodus annularis","Diplodus cervinus","Diplodus puntazzo","Diplodus sargus","Diplodus vulgaris","Lithognathus mormyrus","Oblada melanurus","Pagellus acarne","Pagellus bogaraveo","Pagellus erythrinus","Sarpa salpa","Sparus aurata","Spondyliosoma cantharus","Vinciguerria nimbaria","Argyropelecus hemigymnus","Maurolicus muelleri","Borostomias antarcticus","Chauliodus sloani","Stomias boa","Callionymus maculatus","Synchiropus phaeton","Macroramphosus scolopax","Dactylopterus volitans","Mullus barbatus","Mullus surmuletus","Hippocampus guttulatus","Hippocampus hippocampus","Nerophis maculatus","Nerophis ophidion","Syngnathus acus","Balistes capriscus","Mola mola","Hoplostethus mediterraneus","Gymnammodytes semisquamatus","Hyperoplus lanceolatus","Uranoscopus scaber","Zeus faber","Prionace glauca","Galeus melastomus","Scyliorhinus canicula","Scyliorhinus stellaris","Galeorhinus galeus","Mustelus mustelus","Hexanchus griseus","Alopias superciliosus","Alopias vulpinus","Cetorhinus maximus","Isurus oxyrinchus","Dasyatis marmorata","Dasyatis pastinaca","Dasyatis tortonesei","Pteroplatytrygon violacea","Aetomylaeus bovinus","Mobula mobular","Myliobatis aquila","Squatina squatina","Dipturus oxyrinchus","Leucoraja naevus","Raja brachyura","Raja miraletus","Raja radula","Raja undulata","Rostroraja alba","Centrophorus squamosus","Etmopterus spinax","Squalus acanthias","Squalus blainville","Torpedo marmorata"
"SPY231676","nb_rep",0,7,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,9,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,11,7,1,0,0,6,6,0,0,2,0,10,3,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"SPY231676","nb_seq",0,3579,177,0,0,0,0,0,0,0,321,0,504,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,77,0,0,0,0,738,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,0,0,865,0,0,0,0,0,0,0,56,295,820,0,3576,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,180,0,0,4541,373,0,0,0,0,0,0,415,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,143,0,1712,167,568,0,0,83,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,416,0,0,0,0,12533,4156,512,0,0,1665,1160,0,0,216,0,2411,1442,0,1511,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,3283,0,586,0,0,0,542,0,0,0,0,0,0,0,0,38,654,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,364
"SPY231677","nb_rep",0,12,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,7,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,1,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,9,11,2,0,2,4,5,0,1,1,0,10,8,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
"SPY231677","nb_seq",0,14711,0,1315,0,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,530,0,0,0,0,778,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,214,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,344,74,0,24,0,0,0,394,4918,0,0,0,0,0,0,400,9460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,61,0,2256,43,689,0,0,96,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,1648,0,0,0,2131,10404,16908,685,0,690,1001,1003,0,76,498,0,4636,1692,0,1982,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,29,0,0,66,0,0,0,0,777
"SPY231678","nb_rep",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,3,4,0,0,1,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPY231678","nb_seq",0,6044,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,196,3541,0,0,0,0,0,0,1257,0,0,1565,0,0,1833,0,0,0,0,0,0,377,2013,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8749,0,3493,0,729,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13395,0,4577,0,0,0,1991,11027,14355,0,0,2481,1498,0,0,0,1878,0,0,1879,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPY231679","nb_rep",0,11,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,10,2,0,2,2,3,0,0,4,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"SPY231679","nb_seq",0,6463,271,18,0,0,0,0,0,0,319,0,398,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,2007,0,0,0,0,0,0,0,0,0,0,0,0,977,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,193,0,0,0,0,0,0,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,2298,0,0,0,0,0,0,0,1681,137,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074,0,0,0,0,8490,8724,113,0,397,134,900,0,0,690,0,9780,0,0,885,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,404
"SPY231680","nb_rep",0,11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,11,11,3,0,0,3,2,1,0,7,1,12,1,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
"SPY231680","nb_seq",0,3754,14,31,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,117,0,0,26,0,0,0,0,0,1027,2795,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,195,67,0,0,0,0,0,0,454,0,0,0,0,0,0,0,861,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1537,87,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2252,0,0,0,283,7225,4920,179,0,0,271,98,30,0,1293,26,2394,156,0,752,0,0,0,0,0,0,0,0,0,0,36,152,0,0,0,0,0,0,0,0,6284,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,92,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,342
"SPY231681","nb_rep",0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPY231681","nb_seq",0,204,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142156,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,64,67,0,0,0,0,27,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPY231682","nb_rep",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,8,2,0,0,1,2,0,0,2,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPY231682","nb_seq",0,12999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,3551,0,0,0,0,0,0,2372,8479,0,0,0,0,0,0,0,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,1548,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,0,0,25323,13311,476,0,0,103,836,0,0,1202,0,1126,1453,0,987,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"SPY231683","nb_rep",0,11,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,9,12,12,1,0,0,4,4,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"SPY231683","nb_seq",0,25020,280,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,108,0,0,0,1421,0,0,85,0,0,0,0,0,0,577,6785,0,0,0,0,0,0,661,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695,0,829,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5428,0,1159,0,0,0,7736,18134,55541,162,0,0,1766,749,0,0,0,0,1149,1897,0,1138,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,444
"SPY231684","nb_rep",0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,9,10,12,0,0,1,3,5,0,0,1,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SPY231684","nb_seq",0,34029,0,26,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,1448,0,0,0,0,0,0,0,0,0,0,439,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,5821,0,0,0,0,0,0,0,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,816,0,2030,0,422,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16347,0,1750,0,0,0,10831,32122,43208,0,0,320,1907,2079,0,0,696,0,3197,1099,0,1146,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027
"SPY231685","nb_rep",0,11,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,6,10,12,3,0,0,1,4,0,2,1,0,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"SPY231685","nb_seq",0,6684,655,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,0,0,0,0,0,0,0,0,0,0,0,0,317,0,747,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,738,0,0,0,197,0,0,0,0,0,88,10847,0,0,0,0,0,0,271,6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,668,0,2441,0,336,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30588,0,531,0,0,0,3163,10814,81409,928,0,0,166,2124,0,799,589,0,1810,1577,0,88,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,157
