"spygen_code","pool","replicates","date","country","region","site","subsite","subsite_andromede","component","habitat","protection","mpa_name","mpa_dist","latitude_start_DD","longitude_start_DD","latitude_end_DD","longitude_end_DD","depth_seafloor","depth_sampling","method","time_start","duration","filter","estimated_volume","flow_sensor_volume","project","lockdown","BiodivMed2023","Tele01","Pleo","Mamm01","Vert01","X16s_Metazoa","Bact02","Euka02","comments","Elevation_waypoint_start","Time_waypoint_start","Latitude_waypoint_start","Longitude_waypoint_start","Name_waypoint_start","distance_start","Elevation_waypoint_end","Time_waypoint_end","Latitude_waypoint_end","Longitude_waypoint_end","Name_waypoint_end","distance_end"
"SPY201179","no","SPY201176/SPY201179/SPY202492/SPY202499",2020-07-21,"France","Corse","monacia_d_aullene","ile_aux_moines",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.50776,8.84413,41.50867,8.84253,NA,1,"surface_transect","11:47","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,1.294266,2020-07-21 09:46:58,41.507761,8.844129,"202",0.138942790678544,3.807945,2020-07-21 10:17:21,41.508668,8.842527,"204",0.334766164956902
"SPY201180","no","SPY201180/SPY201186",2020-07-29,"France","Corse","cap_corse","centuri",NA,"offshore","rocks",NA,NA,NA,42.9983,9.28489,42.99747,9.28656,NA,31,"dive_transect","9:28","30",0.2,30,NA,"CORSE_OFB",0,0,1,0,0,0,0,0,0,NA,-0.982857,2020-07-29 07:31:32,42.998299,9.284894,"232",0.344572672117108,1.296884,2020-07-29 07:59:40,42.997476,9.286558,"233",0.686217865905565
"SPY201181","no","SPY201174/SPY201181/SPY202491SPY202495",2020-07-22,"France","Corse","bonifacio","balise_sud",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.36323,9.32042,41.36624,9.30285,NA,1,"surface_transect","10:51","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,0.91251,2020-07-22 08:51:23,41.363226,9.320419,"211",0.452054686748593,0.179251,2020-07-22 09:21:27,41.36624,9.302849,"212",0.0836677463861297
"SPY201185","no","SPY201172/SPY201185",2020-07-28,"France","Corse","calvi","point_au_large",NA,"open_ocean",NA,NA,NA,NA,43.12679,8.80272,43.12458,8.77156,NA,1,"surface_transect","14:55","30",0.2,30,NA,"CORSE_OFB",0,0,1,0,0,0,0,0,0,NA,-3.613635,2020-07-28 12:54:59,43.126787,8.802717,"228",0.413126553804709,-0.554179,2020-07-28 13:25:46,43.124575,8.771561,"230",0.561404885615137
"SPY201186","no","SPY201180/SPY201186",2020-07-29,"France","Corse","cap_corse","centuri",NA,"offshore","rocks",NA,NA,NA,42.9983,9.28489,42.99747,9.28656,NA,31,"dive_transect","9:28","30",0.2,30,NA,"CORSE_OFB",0,0,1,0,0,0,0,0,0,NA,-0.982857,2020-07-29 07:31:32,42.998299,9.284894,"232",0.344572672117108,1.296884,2020-07-29 07:59:40,42.997476,9.286558,"233",0.686217865905565
"SPY201187","no","SPY201187/SPY201192/SPY201198/SPY202500",2020-07-22,"France","Corse","bonifacio","balise_sud",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.3125,9.25851,41.31941,9.25904,NA,1,"surface_transect","8:07","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,-4.26959,2020-07-22 06:06:51,41.312497,9.258513,"205",0.417271029925856,-2.016236,2020-07-22 06:37:53,41.31941,9.259045,"206",0.418638541836683
"SPY201189","no","SPY180622/SPY201155/SPY201156/SPY201189",2020-07-16,"Spain",NA,"punta_de_locell",NA,NA,"coastal",NA,NA,NA,NA,42.43463,3.175649,42.43602,3.174885,"15",1,"surface_transect","10:40","30",0.2,30,NA,"eRef",0,0,1,0,0,0,0,0,0,NA,0.265711,2020-07-16 08:40:38,42.434628,3.175649,"174",0.222163460830064,1.38902,2020-07-16 09:10:04,42.436023,3.174885,"176",0.33324527239901
"SPY201190","no","SPY201161/SPY201190",2020-07-30,"France","Corse","cap_corse","ile_giraglia",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,43.02246,9.40751,43.02229,9.40789,NA,1,"surface_transect","10:43","30",0.2,30,NA,"CORSE_OFB",0,0,1,0,0,0,0,0,0,NA,2.352307,2020-07-30 08:43:03,43.022462,9.407512,"250",0.275577783619626,1.951587,2020-07-30 09:13:00,43.022289,9.407889,"252",0.137789023985811
"SPY201191","no","SPY201175/SPY201191/SPY202496/SPY202498",2020-07-21,"France","Corse","monacia_d_aullene","ile_aux_moines",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.44519,8.88995,41.45868,8.90866,NA,1,"surface_transect","9:08","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,-1.826615,2020-07-21 07:07:47,41.445196,8.889947,"196",0.71197338506578,-1.339639,2020-07-21 07:40:33,41.458684,8.908656,"197",0.555919616162465
"SPY201192","no","SPY201187/SPY201192/SPY201198/SPY202500",2020-07-22,"France","Corse","bonifacio","balise_sud",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.3125,9.25851,41.31941,9.25904,NA,1,"surface_transect","8:07","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,-4.26959,2020-07-22 06:06:51,41.312497,9.258513,"205",0.417271029925856,-2.016236,2020-07-22 06:37:53,41.31941,9.259045,"206",0.418638541836683
"SPY201198","no","SPY201187/SPY201192/SPY201198/SPY202500",2020-07-22,"France","Corse","bonifacio","balise_sud",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.31157,9.25792,41.31937,9.25852,NA,1,"surface_transect","9:00","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,0.133829,2020-07-22 07:00:14,41.31157,9.257919,"207",0.0837377414328809,-0.314765,2020-07-22 07:29:43,41.319366,9.258515,"208",0.610416200154567
"SPY202491","no","SPY201174/SPY201181/SPY202491SPY202495",2020-07-22,"France","Corse","bonifacio","balise_sud",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.36332,9.32028,41.36767,9.30063,NA,1,"surface_transect","10:03","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,-0.991005,2020-07-22 08:02:49,41.363315,9.320275,"209",0.695259843758726,0.585961,2020-07-22 08:32:46,41.36767,9.300632,"210",0.167331829160611
"SPY202492","no","SPY201176/SPY201179/SPY202492/SPY202499",2020-07-21,"France","Corse","monacia_d_aullene","ile_aux_moines",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.50776,8.84413,41.50867,8.84253,NA,1,"surface_transect","11:47","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,1.294266,2020-07-21 09:46:58,41.507761,8.844129,"202",0.138942790678544,3.807945,2020-07-21 10:17:21,41.508668,8.842527,"204",0.334766164956902
"SPY202493","no","SPY201164/SPY202493",2020-07-30,"France","Corse","cap_corse","porticciolo",NA,"coastal","meadow",NA,NA,NA,42.86571,9.48986,42.86567,9.48976,NA,1,"dive_transect","14:30","30",0.2,30,NA,"CORSE_OFB",0,0,1,0,0,0,0,0,0,NA,-2.701997,2020-07-30 12:30:44,42.865708,9.489861,"253",0.236731795587845,-0.957114,2020-07-30 12:59:34,42.86567,9.489756,"255",0.326873493885933
"SPY202494","no","SPY201171/SPY202494",2020-07-27,"France","Corse","saint_florent","malfalcu",NA,"coastal","meadow_sandy_bed",NA,NA,NA,42.73702,9.12198,42.73167,9.12444,NA,1,"surface_transect","13:56","30",0.2,30,NA,"CORSE_OFB",0,0,1,0,0,0,0,0,0,NA,-14.507312,2020-07-27 11:00:06,42.73702,9.12198,"DEBUT",0,-17.429943,2020-07-27 10:58:18,42.73167,9.12444,"FIN",0
"SPY202495","no","SPY201174/SPY201181/SPY202491SPY202495",2020-07-22,"France","Corse","bonifacio","balise_sud",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.36323,9.32042,41.36624,9.30285,NA,1,"surface_transect","10:51","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,0.91251,2020-07-22 08:51:23,41.363226,9.320419,"211",0.452054686748593,0.179251,2020-07-22 09:21:27,41.36624,9.302849,"212",0.0836677463861297
"SPY202496","no","SPY201175/SPY201191/SPY202496/SPY202498",2020-07-21,"France","Corse","monacia_d_aullene","ile_aux_moines",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.44503,8.889513,41.45668,8.90718,NA,1,"surface_transect","8:09","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,-12.308162,2020-07-21 06:09:25,41.445026,8.889513,"194",0.444250079108305,1.592948,2020-07-21 06:38:53,41.456675,8.907182,"195",0.579911149076417
"SPY202498","no","SPY201175/SPY201191/SPY202496/SPY202498",2020-07-21,"France","Corse","monacia_d_aullene","ile_aux_moines",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.44503,8.889513,41.45668,8.90718,NA,1,"surface_transect","8:09","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,-12.308162,2020-07-21 06:09:25,41.445026,8.889513,"194",0.444250079108305,1.592948,2020-07-21 06:38:53,41.456675,8.907182,"195",0.579911149076417
"SPY202499","no","SPY201176/SPY201179/SPY202492/SPY202499",2020-07-21,"France","Corse","monacia_d_aullene","ile_aux_moines",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.50819,8.84477,41.51001,8.84163,NA,1,"surface_transect","10:47","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,-1.244032,2020-07-21 08:46:50,41.508189,8.844768,"198",0.200535705920659,3.702842,2020-07-21 10:15:28,41.510015,8.841635,"203",0.694705431640696
"SPY202500","no","SPY201187/SPY201192/SPY201198/SPY202500",2020-07-22,"France","Corse","bonifacio","balise_sud",NA,"coastal","meadow_rocks_sandy_bed",NA,NA,NA,41.31157,9.25792,41.31937,9.25852,NA,1,"surface_transect","9:00","30",0.2,30,NA,"CORSE_OEC",0,0,1,0,0,0,0,0,0,NA,0.133829,2020-07-22 07:00:14,41.31157,9.257919,"207",0.0837377414328809,-0.314765,2020-07-22 07:29:43,41.319366,9.258515,"208",0.610416200154567
"SPY202506","no","SPY201169/SPY202506",2020-07-31,"France","Corse","cap_corse","lavasina",NA,"coastal","meadow",NA,NA,NA,42.75878,9.47248,42.75974,9.46988,NA,1,"dive_transect","10:30","30",0.2,30,NA,"CORSE_OFB",0,0,1,0,0,0,0,0,0,NA,1.940584,2020-07-31 07:59:57,42.758779,9.472476,"257",0.345767923509415,-0.819498,2020-07-31 08:30:14,42.759738,9.46988,"261",0.222176114140153
"SPY214171","no","SPY214171/SPY214175",2024-09-03,"France","Corse","porto_vecchio","toro",NA,"coastal","meadow_rocks",NA,NA,NA,41.507228,9.378852,41.510429,9.381127,"20.3",1,"surface_transect","18:30","30",0.2,30,NA,"AMS",0,0,1,1,0,0,0,0,0,NA,-112.360191,2024-09-03 16:30:02,41.507228,9.378852,"0323",0,-111.865662,2024-09-03 17:00:31,41.510429,9.381127,"0324",0
"SPY222967","no","SPY222967/SPY222969/SPY222977",2022-07-28,"France","Corse","calvi","calvi",NA,"coastal",NA,NA,NA,NA,42.59424,8.805043,42.58205,8.795792,"19.5",1,"surface_transect","8:04","30",0.2,30,NA,"CERCA",0,0,1,0,0,0,0,0,0,NA,9.697602,2022-07-28 06:04:26,42.594238,8.805043,"278",0.222169671133177,1.913494,2022-07-28 06:35:45,42.582051,8.795792,"279",0.11108459835364
"SPY222968","no","SPY222968/SPY222975",2023-06-24,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,42.478141,7.815568,42.489025,7.790368,"2737",1,"surface_transect","11:26","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"Rorqual + Mobula + Thon + Méduses",-87.15799,2023-06-24 09:25:16,42.478141,7.815568,"0127",0,-84.237488,2023-06-24 10:00:35,42.489025,7.790368,"0128",0
"SPY222969","no","SPY222967/SPY222969/SPY222977",2022-07-28,"France","Corse","calvi","calvi",NA,"coastal",NA,NA,NA,NA,42.59424,8.805043,42.58205,8.795792,"19.5",1,"surface_transect","8:04","30",0.2,30,NA,"CERCA",0,0,1,0,0,0,0,0,0,"la pompe s'est éteinte à plusieurs reprises",9.697602,2022-07-28 06:04:26,42.594238,8.805043,"278",0.222169671133177,1.913494,2022-07-28 06:35:45,42.582051,8.795792,"279",0.11108459835364
"SPY222971","no","SPY222971/SPY222976",2023-06-24,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,42.178736,8.046073,42.193947,8.046011,"2672",1,"surface_transect","16:31","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,NA,-78.573753,2023-06-24 14:31:40,42.178736,8.046073,"0132",0,-78.974976,2023-06-24 15:03:07,42.193947,8.046011,"0133",0
"SPY222975","no","SPY222968/SPY222975",2023-06-24,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,42.488061,7.79165,42.481949,7.799307,"2713",1,"surface_transect","12:04","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"Rorqual",-84.116188,2023-06-24 10:06:07,42.488061,7.79165,"0129",0,-83.873589,2023-06-24 10:34:50,42.481949,7.799307,"0131",0
"SPY222976","no","SPY222971/SPY222976",2023-06-24,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,42.192594,8.046616,42.176026,8.045337,"2750",1,"surface_transect","17:11","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"Mobula",-76.138443,2023-06-24 15:10:48,42.192594,8.046616,"0134",0,-75.923836,2023-06-24 15:42:01,42.176026,8.045337,"0135",0
"SPY222977","no","SPY222967/SPY222969/SPY222977",2022-07-28,"France","Corse","calvi","calvi",NA,"coastal",NA,NA,NA,NA,42.59424,8.805043,42.58205,8.795792,"19.5",1,"surface_transect","8:04","30",0.2,30,NA,"CERCA",0,0,1,0,0,0,0,0,0,NA,9.697602,2022-07-28 06:04:26,42.594238,8.805043,"278",0.222169671133177,1.913494,2022-07-28 06:35:45,42.582051,8.795792,"279",0.11108459835364
"SPY231866","no","SPY231866/SPY231867",2024-05-14,"France","Corse","calvi","pointe_de_caldanu",NA,"coastal",NA,NA,NA,NA,42.5812,8.79847,42.59156,8.80797,NA,1,"surface_transect","10:49","30",0.2,NA,31,"AMS",0,0,1,1,0,0,0,0,0,NA,2.560779,2024-05-14 08:50:37,42.581197,8.798471,"434",0.343216038109319,1.016709,2024-05-14 09:20:16,42.591555,8.807968,"435",0.579174899310251
"SPY231867","no","SPY231866/SPY231867",2024-05-14,"France","Corse","calvi","pointe_de_caldanu",NA,"coastal",NA,NA,NA,NA,42.5812,8.79847,42.59156,8.80797,NA,1,"surface_transect","10:49","30",0.2,30,NA,"AMS",0,0,1,1,0,0,0,0,0,"pas de debitmetre",2.560779,2024-05-14 08:50:37,42.581197,8.798471,"434",0.343216038109319,1.016709,2024-05-14 09:20:16,42.591555,8.807968,"435",0.579174899310251
"SPY231868","no","SPY231868/SPY231876",2024-05-14,"France","Corse","calvi","revellata",NA,"coastal",NA,NA,NA,NA,42.5847,8.72474,42.5789,8.71218,NA,1,"surface_transect","11:54","30",0.2,NA,30.01,"AMS",0,0,1,1,0,0,0,0,0,"risque contamination crépine manipulée",-1.049812,2024-05-14 09:54:14,42.584702,8.724735,"436",0.466712016184223,-2.320812,2024-05-14 10:24:16,42.578896,8.712178,"437",0.473703633973387
"SPY231876","no","SPY231868/SPY231876",2024-05-14,"France","Corse","calvi","revellata",NA,"coastal",NA,NA,NA,NA,42.5847,8.72474,42.5789,8.71218,NA,1,"surface_transect","11:54","30",0.2,NA,31.38,"AMS",0,0,1,1,0,0,0,0,0,NA,-1.049812,2024-05-14 09:54:14,42.584702,8.724735,"436",0.466712016184223,-2.320812,2024-05-14 10:24:16,42.578896,8.712178,"437",0.473703633973387
"SPY232041","no","SPY232041/SPY232056",2023-05-26,"France","PACA","carry_le_rouet","parc_marin_cote_bleue",NA,"coastal",NA,NA,NA,NA,43.32734,5.15631,43.32789,5.16921,"2",1,"surface_transect","11:31","30",0.2,30,NA,"AMS",0,1,1,1,0,0,0,0,0,NA,-1.057108,2023-05-26 09:31:04,43.327342,5.156314,"282",0.39322384366919,-0.585337,2023-05-26 10:02:04,43.327889,5.169214,"283",0.34291990053301
"SPY232056","no","SPY232041/SPY232056",2023-05-26,"France","PACA","carry_le_rouet","parc_marin_cote_bleue",NA,"coastal",NA,NA,NA,NA,43.32803,5.16912,43.32736,5.15668,"2",1,"surface_transect","10:48","30",0.2,30,NA,"AMS",0,1,1,1,0,0,0,0,0,NA,-6.032121,2023-05-26 08:48:07,43.32803,5.169115,"280",0.40552927812213,-2.373162,2023-05-26 09:18:04,43.32736,5.15668,"281",0
"SPY232071","no","SPY232071/SPY232086",2023-06-24,"France","Pelagos","pelagos",NA,NA,"offshore",NA,NA,NA,NA,41.88894,8.372757,41.904365,8.360424,"1760",1,"surface_transect","22:06","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,NA,-76.399704,2023-06-24 20:06:18,41.88894,8.372757,"0138",0,-78.023247,2023-06-24 20:36:18,41.904365,8.360424,"0139",0
"SPY232072","no","SPY232072/SPY232085",2023-06-12,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,41.666992,10.088297,41.666641,10.103639,"920",1,"surface_transect","14:28","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"Rorqual commun + Stenella coeruleoalba + Puffins cendré",-44.983265,2023-06-12 12:29:30,41.666992,10.088297,"0089",0,-42.165398,2023-06-12 12:58:24,41.666641,10.103639,"0091",0
"SPY232077","no","SPY232077/SPY232093",2023-06-13,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,42.780505,9.76581,42.769349,9.778766,"570",1,"surface_transect","6:26","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,NA,-23.653303,2023-06-13 04:25:01,42.780505,9.76581,"0101",0,-27.50688,2023-06-13 04:58:39,42.769349,9.778766,"0102",0
"SPY232084","no","SPY232084/SPY232174",2023-05-13,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,43.381844,7.841564,43.380772,7.819361,"2300",1,"surface_transect","16:02","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,NA,-64.549728,2023-05-13 14:01:22,43.381844,7.841564,"0084",0,-63.877914,2023-05-13 14:31:24,43.380772,7.819361,"0085",0
"SPY232085","no","SPY232072/SPY232085",2023-06-12,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,41.665946,10.107907,41.665958,10.10785,"932",1,"surface_transect","15:12","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,NA,-48.398296,2023-06-12 13:11:47,41.665946,10.107907,"0092",0,-48.26767,2023-06-12 13:11:52,41.665958,10.10785,"0093",0
"SPY232086","no","SPY232071/SPY232086",2023-06-24,"France","Pelagos","pelagos",NA,NA,"offshore",NA,NA,NA,NA,41.905552,8.360176,41.892667,8.37195,"1554",1,"surface_transect","22:40","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"Bouée de pêcheur très proche du prélèvement",-77.286118,2023-06-24 20:40:06,41.905552,8.360176,"0141",0,-77.500725,2023-06-24 21:12:28,41.892667,8.37195,"0142",0
"SPY232087","no","SPY232087/SPY232088",2023-08-22,"France","Occitanie","banyuls","rederis",NA,"coastal",NA,NA,NA,NA,42.46188,3.16159,42.46288,3.1613,"9.5",1,"surface_transect","11:28","30",0.2,30,NA,"AMS",0,1,1,1,0,0,0,0,0,NA,3.277638,2023-08-22 09:28:08,42.461878,3.161592,"347",0.276435555656356,3.084679,2023-08-22 09:58:13,42.46288,3.161299,"348",0.0822476146167907
"SPY232088","no","SPY232087/SPY232088",2023-08-22,"France","Occitanie","banyuls","rederis",NA,"coastal",NA,NA,NA,NA,42.46188,3.16211,42.46247,3.16135,"9.5",1,"surface_transect","12:00","30",0.2,30,NA,"AMS",0,1,1,1,0,0,0,0,0,NA,3.31251,2023-08-22 10:00:39,42.461879,3.162108,"349",0.198491336345251,1.721094,2023-08-22 10:30:33,42.462466,3.161346,"350",0.552869314850808
"SPY232091","no","SPY232091/SPY232099",2023-06-12,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,42.032962,9.856776,42.047718,9.851437,"814",1,"surface_transect","20:28","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,NA,-31.593721,2023-06-12 18:27:21,42.032962,9.856776,"0095",0,-34.085018,2023-06-12 19:04:41,42.047718,9.851437,"0096",0
"SPY232092","no","SPY232080/SPY232092",2023-05-09,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,43.059394,8.155731,43.07293,8.140739,"2600",1,"surface_transect","12:47","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"Mola mola ++, dauphins stenella, velleles",-67.694168,2023-05-09 10:47:48,43.059394,8.155731,"0080",0,-63.056816,2023-05-09 11:19:05,43.07293,8.140739,"0081",0
"SPY232094","no","SPY232094/SPY232204",2023-08-22,"France","Occitanie","cerbere","cap_cerbere",NA,"coastal",NA,NA,NA,NA,42.44274,3.17445,42.43962,3.17813,"15",1,"surface_transect","10:41","30",0.2,30,NA,"AMS",0,1,1,1,0,0,0,0,0,"Snorkelers, kayaks, baigneurs",2.216465,2023-08-22 08:40:43,42.442741,3.174448,"345",0.198532642081407,1.775861,2023-08-22 09:10:41,42.439626,3.178127,"346",0.710730117938295
"SPY232095","no","SPY232070/SPY232095",2023-06-25,"France","Corse","ajaccio",NA,NA,"harbour",NA,NA,NA,NA,41.929659,8.740504,41.930045,8.741998,"3",1,"surface_transect","7:23","30",0.2,30,NA,"BiodivMed",0,1,1,1,0,0,0,0,0,NA,-82.940521,2023-06-25 05:22:50,41.929659,8.740504,"0145",0,-82.856544,2023-06-25 05:53:05,41.930045,8.741998,"0146",0
"SPY232099","no","SPY232091/SPY232099",2023-06-12,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,42.045496,9.852038,42.023551,9.859442,"750",1,"surface_transect","21:07","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,NA,-35.120724,2023-06-12 19:11:15,42.045496,9.852038,"0097",0,-34.364937,2023-06-12 19:40:20,42.023551,9.859442,"0098",0
"SPY232130","no","SPY232130/SPY232135/SPY232154/SPY232272",2023-08-21,"France","Occitanie","saint_cyprien",NA,NA,"coastal",NA,NA,NA,NA,42.62475,3.03798,42.62461,3.03807,"4.5",1,"surface_transect","10:04","30",0.2,30,NA,"BiodivMed",0,1,1,1,0,0,0,0,0,NA,-0.732342,2023-08-21 08:04:44,42.624753,3.037981,"333",0.343204839092924,0.904495,2023-08-21 08:35:03,42.624616,3.038066,"334",0.742910772886499
"SPY232132","no","SPY232132/SPY232138/SPY232197/SPY233971",2023-08-23,"France","Occitanie","argeles",NA,NA,"coastal",NA,NA,NA,NA,42.53709,3.06343,42.5367,3.06595,"6.6",1,"surface_transect","9:28","30",0.2,30,NA,"BiodivMed",0,1,1,1,0,0,0,0,0,"kayaks, baigneurs, snokeleurs, bateaux, forte fréquentation",-4.199902,2023-08-23 07:27:36,42.537092,3.063425,"355",0.466985685876959,-2.573649,2023-08-23 07:58:49,42.536698,3.065955,"356",0.466987937731433
"SPY232135","no","SPY232130/SPY232135/SPY232154/SPY232272",2023-08-21,"France","Occitanie","saint_cyprien",NA,NA,"coastal",NA,NA,NA,NA,42.61691,3.04395,42.61819,3.04333,"5.6",1,"surface_transect","11:26","30",0.2,30,NA,"BiodivMed",0,1,1,1,0,0,0,0,0,NA,3.589041,2023-08-21 09:26:50,42.616909,3.043953,"335",0.270043377610725,3.387863,2023-08-21 09:57:27,42.618189,3.043326,"336",0.346467185136555
"SPY232136","no","SPY232136/SPY232225",2023-08-21,"France","Occitanie","saint_cyprien",NA,NA,"harbour",NA,NA,NA,NA,42.62003,3.0394,42.61612,3.03767,"3.8",1,"surface_transect","12:27","30",0.2,30,NA,"BiodivMed",0,1,1,1,0,0,0,0,0,NA,0.840484,2023-08-21 10:27:03,42.620034,3.039396,"337",0.552387952241121,0.580212,2023-08-21 10:57:49,42.616119,3.03767,"338",0.111085261819496
"SPY232138","no","SPY232132/SPY232138/SPY232197/SPY233971",2023-08-23,"France","Occitanie","argeles",NA,NA,"coastal",NA,NA,NA,NA,42.53637,3.07054,42.53658,3.0708,"5.8",1,"surface_transect","10:28","30",0.2,30,NA,"BiodivMed",0,1,1,1,0,0,0,0,0,"kayaks, baigneurs, snokeleurs, bateaux, forte fréquentation",-0.501395,2023-08-23 08:28:23,42.53637,3.070544,"357",0.328605429467506,2.666711,2023-08-23 08:58:21,42.536574,3.070799,"358",0.671546045649036
"SPY232154","no","SPY232130/SPY232135/SPY232154/SPY232272",2023-08-21,"France","Occitanie","saint_cyprien",NA,NA,"coastal",NA,NA,NA,NA,42.61691,3.04395,42.61819,3.04333,"5.6",1,"surface_transect","11:26","30",0.2,30,NA,"BiodivMed",0,1,1,1,0,0,0,0,0,NA,3.589041,2023-08-21 09:26:50,42.616909,3.043953,"335",0.270043377610725,3.387863,2023-08-21 09:57:27,42.618189,3.043326,"336",0.346467185136555
"SPY232165","no","SPY232165/SPY232175",2023-06-13,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,43.406178,8.467599,43.415019,8.444393,"2188",1,"surface_transect","21:14","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"Rorqual commun",-27.338926,2023-06-13 19:14:19,43.406178,8.467599,"0104",0,-27.021683,2023-06-13 19:44:16,43.415019,8.444393,"0105",0
"SPY232166","no","SPY232166/SPY232189",2023-06-23,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,42.968166,6.998307,42.975111,7.028433,"2512",1,"surface_transect","22:29","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"Bcp de méduses",-74.505577,2023-06-23 20:28:24,42.968166,6.998307,"0114",0,-76.119781,2023-06-23 21:00:16,42.975111,7.028433,"0115",0
"SPY232167","no","SPY232098/SPY232167",2023-05-09,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,43.163566,7.986019,43.153087,8.005963,"2500",1,"surface_transect","8:50","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"Mola mola ++, dauphins stenella, caretta, velleles",-71.902313,2023-05-09 06:50:39,43.163566,7.986019,"0076",0,-70.064163,2023-05-09 07:20:14,43.153087,8.005963,"0077",0
"SPY232174","no","SPY232084/SPY232174",2023-05-13,"France","Pelagos","pelagos",NA,NA,"open_ocean",NA,NA,NA,NA,43.380258,7.818766,43.381978,7.835754,"2300",1,"surface_transect","16:35","30",0.2,30,NA,"WeAreMediterranee",0,1,1,1,1,0,0,0,0,"fort courant de surface",-63.877914,2023-05-13 14:35:41,43.380258,7.818766,"0086",0,-63.868584,2023-05-13 15:04:22,43.381978,7.835754,"0087",0
