"spygen_code","pool","replicates","date","country","region","site","subsite","subsite_andromede","component","habitat","protection","mpa_name","mpa_dist","latitude_start_DD","longitude_start_DD","latitude_end_DD","longitude_end_DD","depth_seafloor","depth_sampling","method","time_start","duration","filter","estimated_volume","flow_sensor_volume","project","lockdown","BiodivMed2023","Tele01","Pleo","Mamm01","Vert01","X16s_Metazoa","Bact02","Euka02","comments","Elevation_waypoint_start","Time_waypoint_start","Latitude_waypoint_start","Longitude_waypoint_start","Name_waypoint_start","distance_start","Elevation_waypoint_end","Time_waypoint_end","Latitude_waypoint_end","Longitude_waypoint_end","Name_waypoint_end","distance_end"
"SPY2401183","no","SPY2401167/SPY2401183",2024-08-21,"France","Occitanie","frontignan","impasse_des_mouettes",NA,"coastal","rocks_sandy_bed",NA,NA,NA,43.4298712,3.7688588,NA,NA,"1",1,"surface_transect",NA,"30",0.2,30,NA,"VAMAHEAT",0,0,1,1,0,0,0,0,0,NA,-3.988135,2024-08-21 05:15:03,-6.114254,39.161307,"498",6541808.49254911,NA,NA,NA,NA,NA,NA
"SPY2401958","no","SPY2401958/SPY2402027",2024-05-13,"France","PACA","piana","cap_sicie_ouest","cap_sicie_ouest_li","coastal","meadow",NA,NA,NA,43.0467,5.83983333,NA,NA,"28",28,"dive_motionless","10:44","30",0.2,30,NA,"PISCIS_2024_2026",0,0,1,0,0,0,0,0,0,"TEMPO en parallèle",-98.709389,2024-05-13 10:24:33,43.251997,3.225002,"0205",213909.076719996,NA,NA,NA,NA,NA,NA
"SPY2401961","no","SPY2401961/SPY2401965",2024-05-16,"France","PACA","cassis","cap_canaille","cap_canaille_pi","coastal","meadow",NA,NA,NA,43.20245,5.54325,NA,NA,"15",15,"dive_motionless","18:22","30",0.2,30,NA,"PISCIS_2024_2026",0,0,1,0,0,0,0,0,0,"TEMPO en parallèle",-41.111027,2024-05-16 14:12:19,43.116608,3.085688,"0215",200092.929785022,NA,NA,NA,NA,NA,NA
"SPY2401962","no","SPY2401962/SPY2401963",2024-05-13,"France","PACA","toulon","sicie","sicie","coastal","coralligenous",NA,NA,NA,43.0423167,5.86151667,NA,NA,"42",42,"dive_motionless","13:42","30",0.2,30,NA,"PISCIS_2024_2026",0,0,1,0,0,0,0,0,0,"RECOR en parallèle",-98.709389,2024-05-13 10:24:33,43.251997,3.225002,"0205",215722.319758309,NA,NA,NA,NA,NA,NA
"SPY2401963","no","SPY2401962/SPY2401963",2024-05-13,"France","PACA","toulon","sicie","sicie","coastal","coralligenous",NA,NA,NA,43.0423167,5.86151667,NA,NA,"42",42,"dive_motionless","13:42","30",0.2,30,NA,"PISCIS_2024_2026",0,0,1,0,0,0,0,0,0,"RECOR en parallèle",-98.709389,2024-05-13 10:24:33,43.251997,3.225002,"0205",215722.319758309,NA,NA,NA,NA,NA,NA
"SPY2401965","no","SPY2401961/SPY2401965",2024-05-16,"France","PACA","cassis","cap_canaille","cap_canaille_pi","coastal","meadow",NA,NA,NA,43.20245,5.54325,NA,NA,"15",15,"dive_motionless","18:22","30",0.2,30,NA,"PISCIS_2024_2026",0,0,1,0,0,0,0,0,0,"TEMPO en parallèle",-41.111027,2024-05-16 14:12:19,43.116608,3.085688,"0215",200092.929785022,NA,NA,NA,NA,NA,NA
"SPY2401966","no","SPY2401966/SPY2401967",2024-05-15,"France","PACA","la_ciotat","liouquet","liouquet_pi","coastal","meadow",NA,NA,NA,43.1786833,5.66438333,NA,NA,"15",15,"dive_motionless","14:14","30",0.2,30,NA,"PISCIS_2024_2026",0,0,1,0,0,0,0,0,0,"TEMPO en parallèle",-40.905754,2024-05-15 09:52:57,43.29571,3.450451,"0207",180294.23825018,NA,NA,NA,NA,NA,NA
"SPY2401967","no","SPY2401966/SPY2401967",2024-05-15,"France","PACA","la_ciotat","liouquet","liouquet_pi","coastal","meadow",NA,NA,NA,43.1786833,5.66438333,NA,NA,"15",15,"dive_motionless","14:14","30",0.2,30,NA,"PISCIS_2024_2026",0,0,1,0,0,0,0,0,0,"TEMPO en parallèle",-40.905754,2024-05-15 09:52:57,43.29571,3.450451,"0207",180294.23825018,NA,NA,NA,NA,NA,NA
"SPY2402019","no","SPY2402019/SPY2402024",2024-05-16,"France","PACA","la_ciotat","rosier","rosier","coastal","coralligenous",NA,NA,NA,43.1542,5.62403333,NA,NA,"55",55,"dive_motionless","8:52","30",0.2,30,NA,"PISCIS_2024_2026",0,0,1,0,0,0,0,0,0,"RECOR en parallèle",-41.111027,2024-05-16 14:12:19,43.116608,3.085688,"0215",206558.37321874,NA,NA,NA,NA,NA,NA
"SPY2402024","no","SPY2402019/SPY2402024",2024-05-16,"France","PACA","la_ciotat","rosier","rosier","coastal","coralligenous",NA,NA,NA,43.1542,5.62403333,NA,NA,"55",55,"dive_motionless","8:52","30",0.2,30,NA,"PISCIS_2024_2026",0,0,1,0,0,0,0,0,0,"RECOR en parallèle",-41.111027,2024-05-16 14:12:19,43.116608,3.085688,"0215",206558.37321874,NA,NA,NA,NA,NA,NA
